date,rating,comment,Category,Sub-Level
"May 12, 2024",Rated 2 stars out of five stars,"this app use to be so much better, before I could just go to the menu and select a text message to translate but that feature is gone and it's more complicated. I hope the next time it's updated they bring it back.",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"There's some error in the app or what I don't know, I'm trying to install it but it's not responding and play store showing me that there is some problem and fix it. So how can I download or install it as i tried to download it from my mobile network and wi-fi network both. Can you fix it or help me to how to i can install it from Google Play Store.",Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,Excellent app when you are travelling overseas. The type to translate you don't need internet but the voice translate you need internet. The camera to text feature isn't very good(I have used it in the grocery store) but it sometimes gives you clues on what the word is.,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"I'm so sad. Your most recent update ruined this app. The autosuggest feature gets in the way of looking up the words I'm actually interested in. At this point the app is completely unusable. Please tell me if there's a way I can return to the previous version. Otherwise, I'll have to find a new translation app.",Feature Requests,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"It's a pretty diverse app and it has multiple functions however, the app has become very laggy from the latest update. It's a great app but I suggest the technican can do something with the problem. It only happen on this app I guess the handwriting function might have some effects with it.",Compatibility & Update,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,Used to be my go-to translate app in China but cannot upload a picture anymore after a recent update. Even with VPN on. Google search reveals this is a common issue. They completely removed this feature. No idea why. Edit: uninstalling and reinstalling does nothing. Hope they patch this issue.,Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,The best part of the app was the tap to translate and the icon used to only pop up when you copy text but now it's always there and you can't get rid of it unless you turn off this feature. Very sad to see it become annoying and useless.,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,I love(d) your app. Use it everyday. It's always been my go to for translations. Now... This latest update has ruined my experience. The size of what I am typing (what I am trying to translate) is way too big. I get that there are people with bad vision.. But I am not one of them. And it is about 7 times larger than my phones font size (the smallest possible size). It's bad enough that people around me will be all up in my biz.. But now I'm sure satellites would easily be as well...lol,Usability,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,It's good but it could use a pause button to allow you to gather your thoughts if you are not quite ready. Over all does the trick isn't always perfect i would say 90% it could use a little AI to work on when you are actually finished with your sentence,Usability,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"For the most part you can just use the web interface. The app might have a few extra features, but for the most part using Google Translate's website is good enough with out the over head of having an extra app on your device.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"The camera feature used to work quite well, but since the ""improvement"" it's awful. Instant translate is useless for documents or letters. And when you try and scan it just gives you gobbledygook. Please revert to the old camera, which worked pretty well",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"Love the app, only issue is I think due to the new update; everytime I press the 'conversation' icon, a voice keeps repeating 'press and hold the Google assistant button'. And it doesn't go away no matter what I do. This has made the app unusable for me for now. I hope it gets fixed soon.",Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"Please, since Samsung j6+ automatic update, the app icon is always there. It does not vanish automatically if not used or after use. When you remove it, it does not appear anymore when u copy a text while it's still enabled in the app settings. Am I the only one facing this issue? What's the way forward?",Bugs,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"The tap to translate option does not pop up the floating notifications on the screen, if it pops up also it doesn't not dissappear automatically. I have this issue after the latest version updated. I and my school, college, University and tution center students would continue to use if this issue is reoccured as before or else we uninstall and move on to get a better translation app. Please help us solve this issue and use the Google translate app like the old version.",Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"The translation features are great, but it would be so much better if the app let me search & filter phrases I've saved by language. E.G. when in Italy I want to only view my saved Italian phrases. Also the sort by Time feature doesn't work, maybe it ignores date, but it doesn't show the most recently saved phrases in any order.",Feature Requests,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,By far the most incredible app. Some features are really futuristic like using the camera for instant translation or using a photo where you can select which text to translate! It is pretty accurate in almost all translations and builds a bridge to knowledge for younger and older people. A must have in all cellphones,Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"It used to be brilliant, however in spoken text it now misses the last word or two. Which often can be the point of the conversation. Recent update hasn't addressed the issue. Microsoft translate doesn't have the problem.",Bugs,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"My daily routine app for transalating every single messages and unknown words.its also a helper of mine.it gives me instant transalation over pictures and also get transalation of taken text pictures.i am recommending Google Translate forevery persons/individuals for there any transalating purpose. I am facing a issue that i cannot getting tap and Translate in my vivo v7+,plz fix that in next update,hopefully.",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Mediocre translation app, completely ruined by the giant blank space below its single line of search bar. Since I often translate entire sentences or paragraphs, I find it infuriating to have to continually scroll through my text line by line, instead of being able to see it in its entirety on the aforementioned blank screen.",Uncategorized,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"You guys completely ruined the app, with latest version automatically paste doesn't work (while Tap on translate is on) , before it auto paste instantly just by tapping on floating window icon and now each time I need to manually paste each messages and wait for translate , that makes it even more slower while chatting, kindly add that auto paste same as previous version and it would be great if you'll also include langauge swap button within floating window for more instant response.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"This is not a special one. Just a translator app. But camera, handwriting, conversation,voice features are useful. Anyway, good work. I think most of the people get knowledge from it. It can detect languages. From 🇱🇰...",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"very poor Japanese translator, has an awful time reading text shaped in patterns that are not perfectly straight, same font size, or in a different direction than left to right. edit: emailed dev based on a quick reply time",Uncategorized,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,The same as recent reviews. You destroyed every good thing about this app with the latest updates. It is about 10% as useful to me as it used to be. Really inexcusable to completely remove features we have used for years. Edit: App has been updated again and it's SO much better!,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The update January 31, 2022, has ruined this app. How can I get the previous version back? It is difficult to tell if new translations are copied or not. You can't see the whole version of each various version -- to differentiate between them. So user-unfriendly.",Usability,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"Very handy and seems to be increasing in accuracy of simple sentences. Especially like the ""copy"" feature that pops up a window for instant translation. Use it often. Off-line seems to be improving - used to often not work.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"Google translate is my common use app, but after the new update, the interface become not user friendly, is not straight forward, the text input area is taking too much space, which sacrifice the history area. I hope the UI/UX team can reconsider the user experience for this app.",Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,After the latest update translated text not always appears in history. If you swipe an item from the history a useless snackbar partially hides the last history element. Keyboard doesn't change it's language automatically anymore as well. Screen space isn't used quite rationally. The history has inverted order for some reason,Usability,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,Work great very handy to be able to communicate effectively and make yourself easily understood... It amazing what you can accomplish one or two sentences at a time... Was able to help a new New Zealander set up his internet provider using Google Translate & it was simple to get answers to all the questions required to set up an account... Highly recommend this app if visiting a non English speaking country... and I'm sure it works well for other nationalities though I can't attest to that....,Usability,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"This app used to work great. Now, whenever I use the tap to translate floating feature it creates a new circle every time I translate something so that I have multiple copies of the icon on my phone screen. I have tried uninstalling and reinstalling twice.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"Please bring back the Old Version, new update lacks many good features which older version had. This new version is difficult and inconvenient to use. Some features I like In older version, Keyboard automatically changes according to the language I select and also I can easily switch languages to see translation in different languages.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The best thing about this app was the Tap To Translate feature. You copied a text and a bubble came up and all you needed to do was tap it to translated what was just copied but now after updating to Android 10, the bubble is either there all the time or not at all. I don't need that bubble there all the time... It's useless now",Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"As I understand, google is transforming it's apps one by one: first calculator, now this. While new calculator lacks major functionality, translate is working fine, although any new text is too big. Nice work, but previous version worked fine. Don't change anything that working without any issues.",Bugs,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"From what I call tell this app does a good job translating from English to Spanish, which is what I use it for most. Truthfully I have never used it to translate into other languages other than Spanish, but I have never had a problem with communicating back and forth with Spanish speaking acquaintances of mine while relying on this app to translate for me.",Usability,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,The new update changes some feature and it is for the worse. Now the translate image no longer could read file from SD card. It is also very janky and annoying as now you can't simply tap the words and hear the audio. I hope the developer fixes this or just bring back the old UI,Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,What is the point of downloading the offline translation when you can't use any of the voice features. The one reason I downloaded this app was for the voice features being able to use the conversation mode but when you're offline you have to input the text for everything,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Google pixel XL 3 - whatever you guys did you messed up the Pop up bubble. It should only popup when I needed a translation after i copy. Now the pop up bubble stays on all the time and you can't minimize it. Stop responding with a generic cut and paste response. it's the same problem that everybody else is having and dragging down your apps rating. By the way, you keep responding to everybody with a link that we can't click for a the redirect.",Feature Requests,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,Could you make it easier to access or open the Tap to Translate. I still need to go deep in the settings. Really good. Just hoping for some prebuilt phrasebooks like that in Microsoft Translator. Maybe you could also have a better floating over another app interface.,Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"Always appreciated this app's effectiveness, which got so much better with its AI. However it's definitely visible that it's made by English speaking people, lacking the most basic feature : showing the genre of nouns for single word translations.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"The app used to be very good and quite accurate, with an impressive ""translate picture"" mode. Sadly, the new User Interface since the latest update is just horrible and makes using the app a chore. Bring back the old UI !",Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,This update is unbearably bad. What happened to my flip to landscape to show full screen text??? It's gone. So many other annoyances. It's like the UI/UX team did zero testing with anyone who uses the app. I now need to find a new app. Thanks for nothing Google.,Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"I love google translate, I used to use tap to translate feature a hundred times per day, but ever since I updated to Android 10, it stopped working, the bubble doesn't appear. Tried everything, all the permissions are granted, but still nothing. Device : oneplus 6",Feature Requests,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,Used to use this app when I was in Oslo.. And when I was learning Norwegian.. It Was quite handy and excellent and helped me a lot.. My Norwegian skills improved a lot.. There was a quantum jump in just 6 months... Norwegians used to praise me a lot.. And i was extremely happy with their feedback on my new language skills.. Even my husband was quite impressed.. Bcoz he couldn't learn Norwegian even after several attempts.. 😊🤗❤️,Usability,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"The app is great and all, but I've been having a problem lately. Whenever I try to translate, it says (Service inaccessible. Try again later) when I'm connected to the internet, but when I use my mobile data, it works perfectly fine. I don't know what's wrong exactly but I really hope this get fixed, I need the translator):",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"amazing when it works but generally doesnt work. offline langauge packs cant be found even when theyre downloaded, have to reinatall the whole app each time to use instant camera function. update: that doesnt work and you know it doesnt work, its a long standing problem. please address it.",Feature Requests,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"This is the best translator I know. To expand the translator's capabilities, it would be necessary to do: 1. The ability to edit the source text and the translation. 2. The ability to see the text on the screen during a phone conversation (for people with hearing problems).",Uncategorized,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,Since the latest update speech output in not available for a number of languages that I would make use of. Seems like a lot of useful features were removed in favor of simplicity which is super counterintuitive for such a useful app. Will be looking elsewhere for my translation needs.,Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"This app is amazing. But Nowadays, I'm having such issues while inputting voice conversation to translate any sentence. it shows that ""tap and hold google assistant button, and start talking"" due to this I'm unable to translate a sentence. it would be great full if you fix it.",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Whatever you guys did just completely ruined the user experience. The app will no longer be a go-to for probably the majority of people, since its pic-to-text tool is now comparable in functionality to a physical dictionary — which is to say it's nonexistent.",Usability,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,Tap to translate now displays a permanent bubble on the screen. Google has changed the behaviour as the application having background access to the clip board was a security issue. Here's an idea - how about asking the user to give permission rather than taking away the choice. Ridiculous.,Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Very unfortunate and unlikely to say... The new UI is terrible... It's difficult to see the latest translation history starting from the very bottom. I know it's easier to tap, but it really shouldn't be that ""bottom""",Feature Requests,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,thiS app is very helpful i think specially for students...All types of word meanings are easily available here..Also effective in learning english..👌Frequently use app for mine...💫 But on the other side disadvantages are also present-Sometimes it's stop working and its transcribe doesn't respond...but remaining all good..no problem🙃,Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Bring back the old version, I can't switch between languages right away I have to click the 3 dots, who was the UI designer behind this? Did they even test it? Many cool and straight forward features are gone, bring back the older version or fix the UI experience, thank you!",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"In the recent revamp, words written in Japanese kana no longer show the romanization of the words underneath. This is very frustrating for us who are looking to quickly find the correct pronunciation of kanji that we don't immediately recognize. I hope that this overlooked change will be reversed in a future update",Compatibility & Update,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"Absolutely will not work without internet connection, so some areas of the world make this app pointless and useless. It does read very well and convert text and the spoken word quite well if you are within wifi or cell phone service.",Usability,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"I'm on Android 10 and now the tap translate's bubble will remain on the screen unless the user remove it, it was really better when the bubble came on the screen automatically when the user copies a text but unfortunately now it's so annoying that the user has to remove and reactivate the bubble, please solve the issue.",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Greetings, I would like to report about the inconvenient issue It's the translation icon that always appears on the phone screen. In my old phone (Samsung note 8 + all the same generation phones) It's only appeared when we're copied the text, but with the new generation phones like what I have now Samsung note 20 ultra, it's always be on the screen when activating the tap to translate option... We asked you please to find a solution for this issue, please",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Horrible new UI - Everything worked just dandy and I had no complaints. Then out of the blue Google pushed a new update with a HORRENDOUS user interface. PLEASE Google, revert it or give us the option to use the ""classic"" UI. The new UI can't possibly have been tested before release...",Usability,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,Brilliant. Couldn't do without this app. Use daily while reading and watching TV in my non-native language Spanish. A back up for learning rather than using my dictionary. Quick access out and about. Voice translation is excellent when I need to check I have understood. Highly recommend.,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Before, your app would only pop up the bubble when you copied something then disappear in 2 seconds if unused. That what anyone need and want. Some update last year killed that, and now the bubble stays up 24\7. NO ONE WANT TO DISMISS IT EVERY TIME NEED TO TRANSLATE ONE SINGLE WORD OR A SENTENCE. Fix this annoying problem and everyone will be happy.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"This app is great and all, it's faster then going on the website itself, but the problem is whenever I try to use the camera to translate things, it freezes, and restarts my whole entire phone. This needs to be fixed.",Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"I showed this app to a small business owner in Bali who knew very little English and she was so happy she could finally talk to customers. This also helped translating Spanish, Indonesian, French, and other languages. The offline download feature is a must have when traveling! The conversation feature had a bit of a learning curve and doesn't always work offline, but it's very helpful using the mic to talk.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,I use this application for few years back and it was good and very useful in translating different languages into macedonian. But from few months back I noticed that the macedonian output speech isn't available anymore!? This is a serious problem to me.,Usability,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"The new version of the app became very bad. No starring, don't translate well and remove some words during translating. I usually use it in my work, so you must try to solve this problem. Why you show me my words after translation, you must show the the lan9i want immediately. Look, please return the last version",Usability,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"I use this translator for long time and it is getting better and better. Today translated a whole story and its unbelievable that there was only one word translated wrong. Good job guys! Thank you! Only problem is I'm getting messages ""this app drains battery """,Resources,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,Honestly as a student while studying in a different language it has made my studies and life easier İ hope Google will be considering adding more features and also the problems I must point out is 1. That the offline translation is most of the time just useless. 2. And the listening is also not as impressive as one might expect. I hope that Google makes my experience better,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The transcribe feature sucks. Before the conversation is even done, it stops recording. And if it does record something, it only records just a line or two. Worst feature ever. Might as well have not included it.",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"There is no option to choose a picture from the gallery analyze text and translate! Lame! ....... Update: Interesting fact! It does give you options to acces gallery and choose a photo to translate but, if you are in China, for that option you need to use VPN! Once you turn off the VPN, the option disappears! I wonder why is it like that since Google translate works without VPN in China. Why that option requires VPN ?! I don't get it. It's not logical to me.",Feature Requests,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,I use it a lot. It has improved greatly during the last decade. Of course you have to check the results which requires knowledge of the target language. It appears to always go through English when translating between other languages...,Usability,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"Love the app the the tap to translate feature is broken. I can enable it and the bubble will show. However if I dismiss the bubble it's gone until I go and disable tap to translate then re-enable it. It's pretty annoying, the bubble used to always reappear on its own.",Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,Very dependable. Almost accurate in translating words and sentences in different languages. Very handy for travel and even for students with linguistic subjects. Love it most for its offline use. Thanks Google!,Usability,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"This app is good but sometimes it doesn't work even it's camera takes a lot of time to scan any picture even it's speaker doesn't work properly.......... Whenever I want to listen the pronounciation of any word or sentence it always seems loading and loading ....... Even sometimes doesn't translate the words ....... Please fix the problems......... So I will rate it 5 stars, but for now I am giving only 3 stars ⭐⭐⭐........ Hope you understand",Uncategorized,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,Horrible new layout.. You've ruined the app.. Now I have to find an older version.. I think I have to turn off auto-updates because this keeps happening to me. I couldn't even see the language pairs properly because the fonts were cut off.,Usability,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"It's a good app, but lately, I have sometimes problems with opening my keyboard on my android when I'm on Translate app and want to write words to translate. I have to restart my phone, and then the keyboard works again. It's a bit frustrating",Uncategorized,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"What's problem with this application? It was always in offline mode, my apps collection are obviously auto-updates. This status has been appearing for a very long time. Clearly in Google website it's still working stable. Please try to fixed those problems. I look forward to seeing soon. Thank you.",Compatibility & Update,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"I would have given 5 stars before the most recent update, so I feel a bit bad leaving 1 star here after it's been so great for so long. I purely leave this review here in hopes that Google changes this app back to what it used to be like. Before, the app would automatically change my keyboard from Japanese to English, but has since lost this feature. Also, if I didn't recognize a certain kanji, the translation would show the hiragana. Unfortunately I'm out of room on this review to say more.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"It's unusable for quite some time. Upon typing the wishing word for translation the app just acts as if there's no internet connection and does not give the translation. I have to close it, erase it from recent apps for few times in order for app to start working normally.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Bad design UI. The text box for writing is too small to write down kanji. Really sucks and not comfortable. Edit: getting worse and worse, now the capture with camera to read kanji with google lens is really difficult to use. REVERT IT, PLEASE. I JUST WANT MY OLD VERSION OF GOOGLE TRASLATE!!!. Since the UI change it become horrible app.",Usability,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,I do not know why every new update is less intuitive and user-friendly than the older version?! 2 versions back i could reach the search history much easier. 1 version back i could just tap on the description of the world meaning and it would translate that too into my desired language.,Usability,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,Give the option to real time translate whatever is in my page. Like if I'm chatting to someone in whatsapp and the other person is typing in other language. It should automatically gets translated. Without having to copy. It's irritating if I'm talking to someone who doesn't speak my language. That is Microsoft join conversation feature in any app.,Feature Requests,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"Simple. Easy to use. Can use offline. Can scan and import images. Handwriting and transcribe feature. Can access all features without spending money. Great app in total. Been using this for more than a year already, and I'm very much satisfied. Thanks! 👍",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"There are some problem, when trying to translate English to English , it can't be used as needed; the regional language arrenges corresponding to English simultaneously (once left and then to the right). So, English to English translation can't be accessed. That's my bad experience.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"This app was one of my daily go to apps even though it sometimes makes some mistakes while translating long bits of text, however, the app became very inconvenient after the redesign which for example hides the translation history behind two button presses and ruins the user experience...",Usability,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,This is a great app. I just need one more option. Wouldn't it be great if you add option to automatically change keyboard with the language that we choose to write in. Really looking for this feature. I have seen this feature working with Duolingo.,Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,This translation is good but can u Google developers add a feature like live-translation while watching YouTube video. Please add this feature in future so that I don't need find another apps for translation while video is playing. But overall is very good translator app.,Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"App works ok most of the time.But offline app not workin. Honestly, a good attempt but too many bugs. A suggestion would be to add a bundle tax calculator so you can calculate what the total price would be and how much you need to recharge. 3 stars until the bugs are fixed.",Bugs,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,At times translation becomes quite opposite to dictation. Google translate not responding properly Hello Google translate not responding properly . I am very sorry to complan that at present Google Translate does not respond properly to the dictation. It does not give correct traslation. Please do the needful. Like I dictate in Bengali to be converted to English but it becomes reversed. Sometimes there is no tranlation at all .,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Can you add a feature to select multiple images from screenshots to be translated back to back.. selecting one by clicking on camera, then import then select the picture by searching it everytime, it is a time consuming process Also can you have on-screen floating icon so we can use translate on whatever is on screen and get it to translate back end and kind of create a heap up till we look at them all",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"This update is completely awful. Why change a good thing just to make it match the minimalism all companies seem to be so obsessed with? The app was fine as it was! Who asked for this? It's jarring, unintuitive, and frankly doesn't even look that good. I'll be looking for an alternative.",Compatibility & Update,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"Not great at translation. Latin, (root language of Italian, French, Spanish and to some degree Portuguese, etc) it often fails to translates correctly. Irish, one of the two official languages for the country of Ireland spoken and taught in schools all throughout the country, a language many centuries old and still alive today is almost NEVER translated correctly! Not to mention the constant bug of losing offline translation files - a problem Google has known about for years but never fixed!",Bugs,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,Its a very helpful and a very safe translator As i am a Advocate i have a lot of books on English . It becomes so much easy for me to understand my lessons by this app. I specially like its photo translator feature. It has many features which is not available on other translator apps. And it has many languages that can be translated..... Overall its very usefull apps for me. THANKS,Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,Why the hell you always have to ruin good things . The old version was much more better than this new one . Because in old version if I have enabled tap to translate it quickly use to translate as soon as I copy any text . But in new version the floating icon doesn't translate automatically when I copy a text . It just sits up their in corner like a dumb fool . That's annoying . Please rollback this new update get us the old version . Thank,Usability,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,Although for the English language speech output is set as English (US) but the app pronounce the word and sentences in English (UK). The previous version didn't have this kind of problem. Otherwise the using experiences is great....,Uncategorized,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Absolutely terrible, cannot find menu options, totally frustrating, you have got it sooooooo wrong. Bring back the old version please. I live in Spain and used the old version almost daily with no problems but seriously considering finding a different app",Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Hello, in iOS apple System the mic can hear me to the end and translate .. in Android I tried it with two different mobile phone brand and the mic can only hear two or three words and stop the hearing and translate while I want to say a whole sentence, in addition could not hear well as iOS does, I hope you can fix this problems as soon as possible. also you have to pay more attention when you translate from and to German and I hope to give a note when been not sure. Good luck. Regards, User",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The app used to be fantastic (up to a month ago), but the new interface is oversized and terrible overall. No idea why they went with a complete redesign that requires constant scrolling.",Usability,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,No complaints. It's the only translator app I use . Works perfectly fine. No issues at all and I've downloaded it on just about every phone I've had so probably like 10 phones and never have had a problem with it,Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The new update is veey terrible that is, my last search history is not showing that i've been searching every day instead its showing recent as from 2 years ago. And also now im unable to see meaning of words with english discription and with examples that was available on the older versions. The older version was better, due to my google play auto update option it got auto updated and now im so disappointed on it. Plz bring back old features.",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"Live camera translation is janky, translated virtual text is misaligned from the actual text |||||| Edit: Translating images works absolutely fine, only the live translation is a problem. At first I thought it was an accelerometer issue but all of my phone's sensors are calibrated properly",Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"Edit: Turns out there are some issues, the tap to translate button sometimes doesn't show up and rather than admit ignorance the AI will make extraordinary extrapolationary leaps, gibberish can turn into intricate advice on venture capitalism. / Excellent! Translating Kinyarwanda where words have complicated conjugations that stump other dictionaries but google translate is spot on, even when words are misspelled!",Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,The recent update regardoing the tap to translate feature completely ruined it for me. It's a nuisance and I've been using it for less than a day and it's already been so inconvenient. I doubt you would (or could) change it back too...,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"5 star on * two/three yr old* Samsung phone, 0 points pixel. Either i have a constant message in the top bar on pixel or not - don't want the notifications all the time but i don't want tap to translate to disappear? completely wrong headed and stupid decision - surely on a Google phone it should be even more intuitive? Genuinely considering sending my Pixel back based on this.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,Not happy anymore with this new UI. Whoever needs translation that means English is not mother tongue. And will be always continue to learn maybe the whole life. I used to use Google translate app only. But I think should looking for another application onwards. My vocabulary list lost since years after new version updates. Google translate isn't just a translation tools. It's also kind of a vocabulary memory store.Can't go back to study those words I translated randomly. now it's all gone. 😔,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Material You is the worst thing that could've happened to Android, this new redesign is horribly unintuitive, unaesthetic and unnecessary. AND BEFORE YOU COPY AND PASTE YOUR PRE-MADE ANSWER AGAIN; NO THERE ISN'T A THREE-LINE MENU ANYMORE! IT'S BAFFLING HOW A MULTI-BILLION DOLLAR COMPANY IS SO BAD AT BASIC THINGS.",Uncategorized,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,this was the perfect app.and working fine but it has now stopped working on Android all i get is an error message when trying to use the camera. Have tried to reinstall a few times to no avail. A shame as it was a really good app. thanks to the very quick reply from the LCC team this app is now working perfectly again. i would definately reccomend its brilliant,Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"It adds spaces that aren't there, changes punctuation, and omits words. A quick google search turned up people complaining about this same thing as far back as 2016, and the was just the fist page of results. That's 2 years that google has either been unable to figure out how not to add spaces, change punctuation, and omit words, or they're already getting my data and they just don't care. If they are unable to correct this, it means that they're only hiring morons to work on translate. which would mean that they don't care.You suck.",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"In my suggestion is to add a new feature ""history"" to save my searching strange or intricate words. It would be helpful for me to memorize those words. I often use ""tap to translate"" this feature helps me alot to translate strange words when I read articles in flipboard. But unfortunately, this app will be more helpful for me if this app would provide or add a new feature ""history "". Because when i open this app, my previous searching words is not tracked in the app.",Feature Requests,Features & UI
