Date,Rating,Review
2024/3/22,Rated 2 stars out of five stars,"Since the latest update pressing two fingers on the screen no longer removes all of the captions etc, other people have mentioned 'clear mode' but that only seems an option for iPhone users. Can this be fixed? It was soo much easier to view the whole tiktok. Also alot of the time the video to audio goes out of sync during the tiktoks, getting worse as the tiktok goes on. I have also noticed it glitching at the begining of the tiktok and re starting after a couple of seconds."
2024/3/22,Rated 3 stars out of five stars,"I really like this app, but constantly have issues getting ahold of support. I have bugs all the time, and no one has gotten back to me about fixing them. I want to make more content with tiktok but it can be really frustrating when I don't have access to certain features or features I've been using (lile text ro speech) don't work suddenly and even updating the app won't bring it back. I'm using a brand new z Flip and had hoped buying a new phone would fix these issues but it didn't."
2024/3/22,Rated 2 stars out of five stars,"Love the app, but the notifications are a MESS! 1. Live streams notifications is off in settings but I still get them. In the android settings it's categorized under ""other"",but turning it off also turns off the direct messages notifications. 2. Separate notifications in the shade for every single message, instead of one notification saying ""x new messages"". 3. Notifications don't go away even after they're veiwed unless manually dismissed. 4. No feature to reply to a specific DM in chat"
2024/3/22,Rated 3 stars out of five stars,TicTok is super cool i like it very much you can do everything on it and it has edit features on pictures and sounds and everything.
2024/3/22,Rated 2 stars out of five stars,My screen spins ever time I click a notification or a comment video??? I'd add it on if I could it's actually ridiculous how I can't even enjoy this app properly anymore.
2024/3/22,Rated 1 stars out of five stars,"There are multiple things wrong with this app.. For starters push notifications are very bad. Second, video format is very bad. Whenever I post a video it is posted with 2 black bars on the sides of the video. Third, the app is nowhere near the same as the ios version. There are so many small and big features that are on ios that aren't on Android."
2024/3/22,Rated 3 stars out of five stars,"I like the concept and the mostly the execution of the apps feature. However I find the messages system most frustrating. There is no way to reply to a particular video if several were sent. Neither can I see who I got a message from or what the text is in the notification. Other then that, a great app."
2024/3/22,Rated 5 stars out of five stars,"For the first time ever, after months of having the app, TikTok just crashed on me. I was offended but they must be doing something right if it's never crashed before. Endless hours of content. I get sucked in every evening before bed and stay awake 2+ hours more than I wanted to. I do have a suggestion though. Pressing the home button while scrolling thru the for you page instantly refreshes the page. Sometime I accidentally press it, maybe adding a refresh confirmation button when yu press?"
2024/3/22,Rated 1 stars out of five stars,"App was fine but all of a sudden all my posts are getting 0 views, even when I watch it from another account. It seems like it's not shared on any pages nor subscription pages. This has been happening for 2 weeks and I've deleted and uploaded countless times, even different videos, still nothing. ALL my videos are original content so I know it's not ""being reviewed"""
2024/3/22,Rated 4 stars out of five stars,"As a fellow ex musical.ly user i think the app is well made and stuff. I also really like how your preference adapts to your fyp and it could change anytime, everytime. Although its a good app, i have 2 things that might make it EVEN BETTER. 1st: Fricking add a button where we can see the duets of a video (The people who duetted/stitched that video) 2nd: Once you press ""add to favourites"" we should be able to make like folders thingys to organize our saved videos (favourites) Thats it 4 now ig!"
2024/3/22,Rated 2 stars out of five stars,"Was a 5, but update wrecked editor for Android. The ""studio"" editing suite of features was amazing, but I updated the app and boom it's all gone. Tried several times to reinstall and get the editing features back, but apparently tiktok has been very inconsistent with features rollout. Some people have access (ios users maybe) and others get shafted. It's really inconvenient as a creator to have major features stripped away with no explanation or warning."
2024/3/22,Rated 3 stars out of five stars,"On my new galaxy A03S this app lags so badly it is almost unusable. And the Ai portrait filter is awesome, but the teen filter does nothing. It s not just my face, because this works on my bf's android. I just downloaded a software update and it still has no effect, and gives me no error message or anything, just does not change. There is a slight airbrush on both halves of the screen but nothing more ."
2024/3/22,Rated 4 stars out of five stars,"The app runs fine, it is fun and I get to enjoy a variety of content, but, and I don't know if I'm the only one this happens to, there are filters that don't work on my device, the app says it, it pulls up a little message, like I can't even open the record page when trying to use certain filters, not that they dont work on me, I am on a Samsung galaxy S21 FE btw Update: they have fixed whatever it was that was going on."
2024/3/22,Rated 3 stars out of five stars,Risky app. This app will slow your phone down. Audio will keep on playing after you close the app. It freezes your phone and makes other features unresponsive. It will not close when you want it to. I am using an android. I also do not like that it starts streaming videos as soon as you open app instead of taking you into a home menu.
2024/3/22,Rated 3 stars out of five stars,"rating 3 stars for the overall performance of the app and my experience. very disappointing to know that ""dark mode"" feature is not supported on androids. would give 4 star rating if it was supported."
2024/3/22,Rated 2 stars out of five stars,"I really enjoy this app, but music will randomly play over videos on my fyp. I can't get rid of it either, every time I scroll it stays until I close the app and reopen it which is very annoying whenever I'm trying to enjoy content from creators I enjoy. This isn't even addressing the lack of prioritization when it comes to making Android having the same features as iPhone, not to mention the sheer amount of lag that comes with it. I'm genuinely so tired of this."
2024/3/22,Rated 3 stars out of five stars,"I browse Tiktok frequently and create content but I have complaints. Tiktok is taking down or removing sounds from videos that are considered ""too harsh"" when other videos with questionable content merely have a content warning. There should be the option to choose if content was for a young audience or not. Whenever I go to the friends section, it glitches and goes black, rendering it useless. Often the save to a collection button is missing, only to reappear later. YouTube has better options."
2024/3/22,Rated 3 stars out of five stars,"Was 5 star had to change to 4 as I'm still yet to receive the repost feature. Would add the star back if I was contacted but sadly I haven't been. Edit now 3 stars. 3 weeks waiting for a response for my previous issues still no reply. As of the previous update I have been unable to edit my new clips. I have also had multiple features removed when I use nearly all of them. Such as adjustments, templates, the original sound for my clips, the ability to change what part of sound is used. And so on"
2024/3/22,Rated 5 stars out of five stars,This is the best app that you can use it to post your content and engage with your audience. It has advanced features that you can use also to make money.
2024/3/22,Rated 1 stars out of five stars,"I love using this app, mainly sending videos to friends, and honestly would give it a 4 or greater without hesitation. However, one of the most annoying design changes recently has made me completely flip my stance. The design change in question is the removal of the inbox section of the app, instead placing all your inbox in the main notification section of the app, and replacing the inbox section with a button to start new chats. This button serves no use, I contact people I know more than not"
2024/3/22,Rated 1 stars out of five stars,"Idk what happened with the latest update, but now I can't edit my drafts without losing the audio completely. I'm a cosplayer who does transitions and lip syncs to the audio. I can't review changes I make to videos and the ""add audio"" button on the recording screen is grayed out. Please resolve this so I can get back to making content I enjoy. Furthermore, captions are missing on all videos. What happened?"
2024/3/22,Rated 1 stars out of five stars,"Some features are missing for some people. It's very unfair that I can not see the layout option for the duets in order to make it horizontal. I don't have that button. And I see many horizontal deuts however they are only made with people who have tons of followers and likes. That's disappointing and it feels very wrong for them to do this. I uninstalled and re-installed to make sure it was up to date and STILL no layout option for the duets. Also, some peoples Instagram links are not working."
2024/3/22,Rated 1 stars out of five stars,"It used to work great but suddenly most of my effects and ""try this effect button"" on others videos have disappeared. I only have a handful of effects and most are Xmas and New Years. I've asked 3 times for help on the app and all they do is say ""Thank you for the feedback"". It has been months, now I just view toks and not make them :("
2024/3/22,Rated 1 stars out of five stars,"Enjoy the app, but it is missing some of the features from the IPhone version. Once you follow someone their content basically disappears for ever"
2024/3/22,Rated 2 stars out of five stars,"Love the creators and content but the app itself needs an update. No notifications (yes, I've checked the settings) and when I do receive a notification it's a random page I don't even follow or a video that's months old. The amount of lives I've missed because there was no notification is a joke! Clear mode was a joke, it was there for about 5 videos then suddenly disappeared again and now there's random pop-ups. Also the random friend suggestions, you're not Facebook, leave it alone."
2024/3/22,Rated 1 stars out of five stars,"New bug where two videos play at once, the background one can't be paused, and I have to restart the app. For a global company so widely used, who's harvested the data of nearly every American in the country, I find it hard to believe you guys can't make a decent app that works more often than not. There's always something new wrong, your new features suck, and the app just isn't good. I would never touch TikTok if not for family and friends sending me videos on it. Absolutely horrible."
2024/3/22,Rated 2 stars out of five stars,"I love the app, but something weird is happening on my phone I can see the tiktok bottom buttons that are usually at the bottom of the screen, the plus, home, etc, I see them constantly faintly in the background of every app, its weird and creepy and I'm really debating on deleting the app. I do not know how to fix this but it's uncomfortable and I turned off permission to run in background and it's still there....I don't want to but I might have to delete it..."
2024/3/22,Rated 2 stars out of five stars,"I love the app and the content but I can't tell you how many times I've tried to put a tiktok in my favorites so I can remember to follow up on a series and have accidentally hit ""not interested"". I mess up my algorithm and there seems to be no way to undo that. There should either be an undo button after an action like that or a second box after you hit not interested that lets you confirm so people have a chance to fix it! It really throws off my experience."
2024/3/22,Rated 1 stars out of five stars,"I have posted videos more than 1K. Most of the videos are in good clarity but that doesn't go viral and will not get likes for that. If a girl jumps or do anything with bad videos, that will go viral not the one's videos who used to work hard to achieve it. So many bugs are still there..the slow motion is also not good in this ..wish you could look over it soon...and try to add slow motion feature like in btwn 3 to 4 places in the TIKTOK video...not only in one place."
2024/3/22,Rated 1 stars out of five stars,"One step forward and two steps back. What happened to the watch history option. You press a button by mistake and will never get back to a video you missed again. Cannot read captions. There was a brief update where the caption was visible in the comment section. Bring it back! I would like to save some videos, but I do not want them in my camera folder. Most apps have their own download folders."
2024/3/22,Rated 3 stars out of five stars,Still hard to figure out all the features and also being able to get views. Sometimes my videos get alot other times hardly any..
2024/3/22,Rated 1 stars out of five stars,They tanked the state-of-the art algorythem to censor Pali stinian voices and gave cencorship control to fascist governments. Every other video is an insufferable add. Each update cheapens the experience. Notably the back function reloads the fyp so it's no longer possible to see what you were just looking at. Most of the videos are not saved on the watch history tab which makes it impossible to find anything prevalent or maintain a cohesive narrative. Disappointed not surprised 0/5 do better.
2024/3/22,Rated 3 stars out of five stars,They have that effect called raindrop control where you would move your hand and big bubbles would appear in the video and now it doesn't work anymore. I don't know if it doesn't work because of an update but you need to bring that feature back ASAP. Because it wasn't working I uninstalled and reinstalled the app and I lost over 70 drafts that I had saved which took me hours to make. Could please return my drafts and fix the effect button I would really appreciate it thanks
2024/3/22,Rated 3 stars out of five stars,"entertaining, good for contacting and findings new friends... however the direct messaging system has a few flaws, these being that there is a selection of words which cannot be used, but this is not disclosed to users... and when these words are used, it well not send any of the message typed And there is no way to remove this feature, nor urea there any confirmation of it in the settings, or by the staff... this has plagued me since an update about 4-5 months ago... unable to send photos though"
2024/3/22,Rated 2 stars out of five stars,"I have the latest Samsung phone, latest android os, and latest snapdragon, yet features on tiktok keep disappearing. I can no longer see the sounds ppl are using. That's a great feature for helping me to search for different creators and now I cannot do that. I also do not have access to certain basic features when creating my own tiktoks, like text-to-speech, which I was able to use on older phones with older OS. Please update with the technology."
2024/3/22,Rated 4 stars out of five stars,I advise you to save the most current videos we've watched. Since it's challenging to locate the video and pick up where we left off if we accidently touch the back button or any other button in the middle of the video. Please take this into consideration as a significant issue for numerous users. Thanks
2024/3/22,Rated 5 stars out of five stars,"The reach is impressive. The personal version is great having with new music to create. Business features lack that feature but understandable, not sure if there is or will eventually be a package for use of Copyright music ? (specifically for artists creative usage) not for ads. Great experience. Variety of live feed is definitely your distinguishing feature."
2024/3/22,Rated 4 stars out of five stars,"Great,I love all the interesting things,people,places,the only down side the copied pages and profiles"
2024/3/22,Rated 2 stars out of five stars,"I've been having issues with being selectively given strikes on your app. For posting the same trends I have seen wide across your app for weeks. Every time I try to report an issue it shows me network error. And it is not because I have a network error, that only pops up when I try to hit the send button. I see other videos just fine and i post fine. I have tried for 3 days to send reports, as if tictok does not want to hear from me. Pathetic that they wont listen to their own users honestly."
2024/3/22,Rated 1 stars out of five stars,"It seems like every update makes this worse for android (specifically miui) users. At first I turned on the setting that gives me message previews in my notifications. A couple days later this is gone. Doesn't even tell me who a message came from anymore. Now a ""shiny new update"" moves the button to send a video to a friend all the way to the back of the list of sharing options... It's almost like this is all being done on purpose. EDIT: now there's also whitespace at the bottom of DM chats"
2024/3/22,Rated 3 stars out of five stars,"Nice content very buggy app. For example half the time clicking on creator icon just shows blank screen. Switching by swiping right automatically plays wrong audio (it's the same as video you were on, so you get new video and wrong audio). It's a mess. P.s. problems still persist. 100500 steps required to actually report them are not helping. Seriously add a freaking text field to ""describe a problem"" instead of 5 levels of menus and NOT being able to report the bug in the end. Horrible UX"
2024/3/22,Rated 3 stars out of five stars,"Great app, but few things I personally would love to see: A feature to create playlist(s) for every videos, not just for mine only; a feature to remove all unavailable videos in ""Favorites"" at once; A feature to sort out all my Favorite vids by day added/posted/etc. OR custom (could add this feature in the playlist feature instead); an update where the search filters ACTUALLY work right; dark mode option for Androids; a filter to sort videos in a tag based on date posted, views, popularity, etc."
2024/3/22,Rated 3 stars out of five stars,"Like the app, but features not there. The current trend is the voice changer, but I can't get it no matter how hard I try. I update, I uninstall and reinstall. This happens with literally every trend feature within this app - I never get them. Why? Is it because I have Android? It makes me not want to create videos, despite having over 4000 followers, because i can never follow the trends and can't create good content without the features. I wish features were consistent across all phones."
2024/3/22,Rated 1 stars out of five stars,"The concept is great but the actual app is just straight-up bad. When it actually decides to run, the first couple of videos are always a slideshow until the app catches up with itself. Half the features don't work even when it does actually manage to play 3 videos in a row without freezing (shout out to the watch and comment history which have never worked and have only ever instantly crashed the app). So yeah, great idea, you just need monk-like patience or a super computer to use the app."
2024/3/22,Rated 1 stars out of five stars,Truly a terrible app. So predatory and manipulative. Keeps playing videos when you're pressing the back button to try to close it also uses a ton of data in the background. I pay by the gigabyte and this month's cell phone bill is going to be really high cuz I did not notice it was just using my data without my expressed permission. I've hardly used the app at all what it is doing in the background that is so data hungry is a mystery.
2024/3/22,Rated 1 stars out of five stars,"I use the ""not interested"" feature every time I open tiktok, and it still recommends the same irrelevant content and creators. I make sure to go to details and specify if it is a sound I don't want recommended or a creator, but it doesn't matter. Every day, same people, same sounds, and no end in sight. I have submitted a ticket in the app with screenshots, but there was no response from CSR. If I like one video by someone, my fyp is their entire channel. It makes me want to barf!"
2024/3/22,Rated 2 stars out of five stars,"My following page is gone. Whenever I want it back so I can see the content creators I actually like, I have to uninstall and reinstall the app so I can view it the first time- as soon as I close the app it's gone. Plus, just now, there was a bug that wouldn't even open the app, AND the app harassed you to connect your FB, contacts, etc."
2024/3/22,Rated 2 stars out of five stars,"Sad to give this app 2 stars but omg there's a lot of problems right now. First of all, where's the dark mode? It's legitimately 2023 and there's no dark mode. Also, what happened to the scroll bar at the bottom of the screen used to rewind or fast forward videos. Nobody ever complained about that feature and considering how bad TikTok's ui is, a single accidental swipe in any direction could mean having to rewatch potentially minutes of a video just to get back to the part you left off on."
2024/3/22,Rated 1 stars out of five stars,"Tiktok has been getting more and more ridiculous. The constant horrible live videos, the ads made to look like other videos, the weird follow page that you can't skip, and now they've removed the watch History option? If you're going to randomly reset so I lose my place after leaving for only a minute, you have to bring back that watch History option or I'm going to have to stop going on to the app. Also I don't want to connect to my irls on here so stop asking."
2024/3/22,Rated 1 stars out of five stars,"The algorithm for your ""foryou"" page is easily thrown off when your friends send you videos, and the ""community standards"" are completely one sided. I posted a video which contained a short clip of my husband at a private outdoor shooting range, along with many other short clips, and it was removed for ""violating community standards"". I'm no longer contributing to this nonsense."
2024/3/22,Rated 1 stars out of five stars,"I don't like the new notification screen. Edit: the app repeatedly crashes at least 2-3 times a day. Edit 2: I hate Taylor Swift. I hate her genre of music. Every single video that is related to Swift, I hit not interested. And yet the algorithm keeps showing her. Makes me think Swift pays you guys to boost her popularity on the algorithm."
2024/3/22,Rated 1 stars out of five stars,"Why is the app always bugging until i go to the Play Store to manually update it?!? It's annoying. In the last few days, when i open the app, after few fast scrolls, it freezes the whole screen with the sound blasting, until i scroll away and close it. With few other minor bugs, i always have to check the Play Store for updates and then the same thing happens sometime later. It's absurd and... not great. At all."
2024/3/22,Rated 1 stars out of five stars,I can't go to my account page and it keeps reloading my screen this has been happening for almost 3 months
2024/3/22,Rated 1 stars out of five stars,My Request I love this App. It's the best experience ever. However I have a proposal. Because the way tiktok is made it burns into our screen. Can you allow us to click the video and then the + and for you and following disappear off the screen. It can show then you touch the video and the menu could go away to prevent screen burn in. My Account asifalithahim0
2024/3/22,Rated 5 stars out of five stars,"I will change this rating once they fix the disappearing search bar bug!!! Disappointing as i had found a lot of great posting that i find inspiring, yet one day i tried logging in and account disappeared and after creating new account, the search bar no longer appears. I tried un installing and reinstalling twice and doesn't work. April 2023 update, problem fixed.. Access ok. I like the motivational pages and Christian pages also...Uplifting ( upgraded to 5 *)"
2024/3/22,Rated 3 stars out of five stars,"Hate the new update. The slides suck and you some how made them even worse by making me tap 2x to pause the music. Especially since the first tap reorients the screen and brings up the comments, then you have to tap again, in a different spot, to pause the music. Also the slide scrolls so quickly you can barely look at it. I just skip the slides now, which sucks cause they were a bearable addition before and now they are just infuriating. New slide update is clunky and unnecessary."
2024/3/22,Rated 3 stars out of five stars,Love the app. My only problem is that after the recent update tiktok has been glitchy. Videos are lagging and I have to scroll up and down to get the video to play properly. After I leave a comment the keyboard opens up and closes multiple times unless I exit the comment section and go back in and sometimes a video will be playing fine but the moment I like the video it freezes or lags and the audio continues. I've never had these issues before and since I updated the app its been doing this
2024/3/22,Rated 2 stars out of five stars,I really used to love this app but it is so buggy now that it makes it no fun to use. NONE of the effects work on my phone. I have the Galaxy Z Flip 3 so it doesn't make sense why I lost my effects but my S10+ didn't have any issues. I also can't edit sounds or even use text on my videos anymore. Watching tiktoks is one thing but being able to make videos with all of the features is what pulled me into the app in the first place. This has to be fixed before I try to use it again. Very sad.
2024/3/22,Rated 5 stars out of five stars,This app is amazing. I come Errors accur while using the app. For the example when you press the button to record. Video with soundsð when the sound plays. The camera is only site never been like this. This the error is happening for about 1 mouth. And a half. Some time it's works but not often. I Anyway record video anytime but I do. However post bro. Viral my videos ðthanks. Criket video ð¹post in anytime thanks
2024/3/22,Rated 2 stars out of five stars,"every month or so, id have to uninstall tiktok because whenever id press on the app, the tiktok logo would come up, and then id be back on my home screen. And that would happen to the point where i was clicking on the app, and nothing was happening. And yes i have gone onto the playstore to see if i just needed to update the app, but nope, it just said open, which i did try but again it didn't work. I think this bug is ridiculous. I want it fixed and i want it fixed soon."
2024/3/22,Rated 1 stars out of five stars,"My phone is always hanging each time I open the app which is so frustrating. If only TikTok lite possessed all the features of TikTok I would have switched over to it. Live videos are nothing to write home about,it will always hang. At first I thought it was network issues but it never changed. From time to time it says,'Tiktok is not responding,(close app,wait,send feedback)'. It's quite frustrating and I keep wondering if other people experience this or is the problem from my phone."
2024/3/22,Rated 4 stars out of five stars,"Can't record my own voice after choosing a sound. Tiktok had temporarily fixed this issue by allowing us to turn the mic on or off, and setting the volume for each. Even though I turned automatic updates OFF, TikTok still removed this feature, which makes it more difficult to sync my speech with the sound. This also impacts duets. BRING IT BACK! I removed a star because of this issue. UPDATE: I have submitted THREE tickets as of 11/16/20 (Aug., Oct., Nov.)"
2024/3/22,Rated 2 stars out of five stars,"I was thinking that it was maybe my phone or my wifi connection because I have exactly been experiencing the same issues or bugs and crashing without even opening the app itself, sometime it will just be on the TikTok page indefinitely without opening the app. I have tried restarting my phone couples of time but still does the same. Reading the reviews below, I noticed that I'm not the only one. What happening with tik tok??? Developers are you taking tik tok off the media? Let us know at least"
2024/3/22,Rated 5 stars out of five stars,This app is amazing .however I did have come glitches happen while using the app. For example when you press the button to record a video with a sound .the sound played while the camera is just stock in a position .and no. On the camera app this has never happened. This glitch has been occurring for about 1 month and a half. Sometimes it works but not often. I herded ever record video anyway but i do however post edited . And it works just fine. So it doesn't really brother me that........ ali
2024/3/22,Rated 1 stars out of five stars,I go live a few times a week and I use the green screen filter like most people do during their live sessions. But as of last month mine are gone. I've reported the issue several times and nothing has been fixed. I have literally tried everything to remedy this issue and nothing has worked. I was hoping with this new update I would have seen the effects icon back where it should be but still nothing. I like using this feature and would like to be able to continue to have access to green screen.
2024/3/22,Rated 2 stars out of five stars,No dark mode. Do the basic need brah. Plus the ignorance of not caring for your viewers equally regardless of there continent. Giving more helpful features to non African creators. #thatismessedup
2024/3/22,Rated 2 stars out of five stars,my mobile phone can't update new version and new features please check out I have many problems ð­
2024/3/22,Rated 3 stars out of five stars,"It's fine, theres just too many lives on my fyp. Either make lives every 50 swipes, or entirely remove them so we can use the button for tiktok live, like the button is there for!"
2024/3/22,Rated 3 stars out of five stars,"The app is fine, it functions normally, but the fact that feature accessibility is not consistent across all versions of the platform is driving me nuts. It took i believe 6+ months post release for my app to get the option for captions and i am still currently waiting on the playlist feature. I get it, multiple operating systems requires different coding, but you have to draw the line somewhere."
2024/3/22,Rated 1 stars out of five stars,"I spend too much time on this app, and I've noticed that they removed the slideshow feature for some tiktok creators, myself included. It's very frustrating, especially since sometimes I just want to create a slideshow that other people swipe through. It's completely unfair, and then tiktok has a tendency to gatekeeper features from creators until they're 'popular' or 'trending'. The algorithm is great, but there's no incentive for me to create and share, which is a big part of Muhammad naseer"
2024/3/22,Rated 3 stars out of five stars,"Won't let me see some of my drafts, says ""some drafts may not work with this version of tik tok"" but yet theres no newer versions for me to update to? too be able to see my drafts. Honestly so stupid, also all the small changes, like friends being able to see what you repost on your page, and other bits and pieces that you don't really notice at first till you go to do something and it's different. Not gonna lie tik tok keeps making updates that makes the app less enjoyable. Still love the app:)"
2024/3/22,Rated 1 stars out of five stars,"Edit: still no effects. Tried every tutorial, trick, everything. So disappointing. Just updated. Still no new voice effects. Do better tik tok. Updates and features are consistently EXTREMELY behind for Android. New features are often available months after iPhone users and the app itself is discriminatory toward Android, though most apps do. I am uses to this for most apps and for upload quality ect, I don't really care. I really just wish we got the new features when everyone else does."
2024/3/22,Rated 5 stars out of five stars,"ðThe best feature I like most tiktok is ""Use this/click template ;and l can easily videos"
2024/3/22,Rated 1 stars out of five stars,"Am i fr the only one still with the discover page, without profile views, or reposts like its so agravating cause tiktok sometimes will give me it but other times wont... like what the heck"
2024/3/22,Rated 3 stars out of five stars,"I love the app, although it tends to be very buggy. Lately my fyp has been showing me same videos multiple times. Sometimes my comments or likes aren't visible to other users. The app misses many features such as easier access to the stitched or dueted videos on the original video, playlists, auto-scroll option, finding sounds by their lyrics, cc etc."
2024/3/22,Rated 2 stars out of five stars,"I just switched from iPhone to android and it's super buggy on Android. The pages freeze when I try to back out of private messages. Three pages bled together. The sound from a video, part of a live and part of private message were frozen on top of a video running in the background. ð¥º there's also no dark mode to select so it's bright, stark white, hurting my eyes."
2024/3/22,Rated 3 stars out of five stars,"Please please fix the share button situation. I keep hitting ""don't show me this"" when really I want to hit ""favorite."" They're too close together and I'm losing content I really like without knowing how to get any of it back. --and Where do I go to change the settings for what I've accidentally hidden from myself? Can you make a list of things I put on the ""don't show me"" list in settings in the next update? That way I can remove it from that list and fix the mistake myself."
2024/3/22,Rated 3 stars out of five stars,"The app itself is good, but there definitely needs to be an option to hide captions. It makes it nearly impossible to read things creators out at the bottom of the screen. I used to long press on the screen so a menu would pop up and I could read whatever is on the screen but now the menu comes from the bottom and is useless to me. It's so frustrating."
2024/3/22,Rated 4 stars out of five stars,I feel like Tiktok should get a view just watched option where you are able to watch a video and go to that person's profile and have an option to find the video you've just watched and it's part 2 or so. Would make it so much more convenient than having to scroll through hundreds of videos. Thank you tiktok for adding the just watched button
2024/3/22,Rated 4 stars out of five stars,"Really good app! One thing that I'm not happy about is the audio sync with duets. I absolutely love the duet feature so u can add harmonies onto friends singing videos, but I have to work some type of magic to get the audio to sync up. I always make sure my phone is optimised before recording, but it doesn't sync up. Other times I have to uninstall/reinstall or even restart my phone to align the audio. Could there be a way to manually sync audio?"
2024/3/22,Rated 2 stars out of five stars,"Would be rated much higher if not for the fact that for some reason my app is like 100 updates behind? I don't have the story, repost, or tag feature, and the app itself just looks and runs like its outdated. The only way to fix this issue is to reinstall the app entirely, which is obviously enormously inconveniencing. However this doesn't make the app unusable and otherwise tiktok is great."
2024/3/22,Rated 5 stars out of five stars,I love the app all features work great. I still miss musically though
2024/3/22,Rated 1 stars out of five stars,"Very upset they took away my ability to edit my full clips with audio to sync up my videos. Now I have to edit my clips first then go to a separate section to pick my sound. Can't do both while in default mode. Can only do it with ""autosync"" which shortens all my clips with no means to extend them. Why would you take away such an important feature for audio/video editing within the app?! Please add great features or enhance them.. Now your like every other social app..disappointed ð"
2024/3/22,Rated 1 stars out of five stars,"Since the last update my screen doesn't turn off anymore, not even when the video is paused and it draines battery like crazy. I often fall asleep watching tiktok but so far, if I manage to pause the video before sleeping the screen would turn off. The last few nights I woke up to an empty battery because it was still on. The screen should turn off when paused and after a video was played 5 times in a row. Anything else doesn't make sense..."
2024/3/22,Rated 1 stars out of five stars,"The report system is broken, the community guidelines are way too strict for this to be considered a 13+ app, I cannot type tags without having to go back 10 times minimum, when I go to edit my text the text box will move to the corner of the screen making it inaccessible and unable to delete, and the layout makes navigating the app extremely difficult. There has been so many updates yet I never see these things get fixed. Just a really poorly managed app."
2024/3/22,Rated 4 stars out of five stars,"I LOVE tiktok so much I use it 24/7 but it definitely messes with my sleep schedule! I love the content and I love the feature where you can get rid of content you dont want to see. The only thing I would change is getting rid of them annoying children's accounts where the fake tics, anxiety, depression because it's just not right to keep them on there!!"
2024/3/22,Rated 2 stars out of five stars,"Not going to lie having the home button as a refresh button is not ideal. I'm left handed and I constantly accidentally refresh my tik tok almost every video, if you change the the refresh button to the (For you) spot right next to (Following) it would be way more efficient in my mind. I'm honestly not sure if anyone else has this issue but it bothers me to the point where I actually wanted to comment. This wouldn't change barely anything other then where the refresh button is. Thanks."
2024/3/22,Rated 5 stars out of five stars,"Always available when I want to use it. Allows me to choose features I want turned on. User friendly, and not intrusive."
2024/3/22,Rated 4 stars out of five stars,"Pretty good, the new features and bug fixes are nice!! Wouldn't say it's perfect, but certainly heading the right direction"
2024/3/22,Rated 1 stars out of five stars,The bugs in this app are a lottt I can't see filters I can't search filters I don't have a lot of features like other people and my phone is not old so it's not the phone or the version of it
2024/3/22,Rated 3 stars out of five stars,"I've had TikTok for pretty long, but recently there was another update (which is normal). TikTok had updated the generated captions which is actually really great! But not for me, I don't like the captions on my screen blocking most of the video. I know how to take the captions off but even if I turn the setting off, the captions will still show up. This is VERY annoying. hope they fix the problem soon :)"
2024/3/22,Rated 3 stars out of five stars,"I don't want to sit here and be another complaint because I truly love this app and it's amazing,creative videos! I do however NOT LIKE that I cannot follow a page! I can't add new pages at all! I've re-download 3x with no fixing the issue! It's a real bummerð hoping maybe someone or tik tok can help me resolve this issue! I really like this app and hope I can continue to use it and follow new people!"
2024/3/22,Rated 1 stars out of five stars,"This app is so dumb. The one and only video i posted got taken down for one reason or another, who really knows why. If i can't post what i want on my page, I'll gladly delete my account and tell everyone i know to do the same.. also i tried to delete my account and the app wouldn't let me so... (That's not creepy at all)"
2024/3/22,Rated 3 stars out of five stars,Honestly it's a good app. The best features in tiktok template.
2024/3/22,Rated 2 stars out of five stars,I keep hitting the Not Interested button. But the app brings the same video/creator up again no matter how many times I select the option for it not to.
2024/3/22,Rated 4 stars out of five stars,"it's good and all, but I have a problem with reposting? I don't seem to find the repost button anywhere, nor do i know if it's available for my phone. I haven't seen the feature for a while."
2024/3/22,Rated 5 stars out of five stars,"Love it, use it everyday. Good entertainment in short bursts and the new features they add don't break the app like others ð¤£ reliable and fun to use"
2024/3/22,Rated 1 stars out of five stars,"So while this app has been letting me post content and with every page has a certain topic they would post under. And recently I've had both my meme/junk accounts banned due to unclear violations of the community guidelines, I still do not understand what I did, however of you're just a small content creator, and you post what you love, I do not recommend this app if you're trying just to have fun and share what you love doing."
2024/3/22,Rated 4 stars out of five stars,"It's a very good app,there is a variety of videos you can watch..what I like about this app is that anyone could go viral and your comments don't get disabled unlike in youtube..there are no copyrights so it's less stressful when u post..tiktok also has some secret features like u can do special emojis in the comment section..the only reason I didn't give it a 5 star is bc you cannot post long comments.also u can refresh ur fyp,message ur friends/make new friends so it's a good app overall."
2024/3/22,Rated 1 stars out of five stars,Every feature is best but Favorite song list is not show in this app ð¥º
2024/3/22,Rated 1 stars out of five stars,"One of the recent updates took the search bar from the ""followers"" tab. Please give it back! Ideally it would allow you to sort friends/ following, but at least give the search bar back!!"
2024/3/22,Rated 5 stars out of five stars,"I like TikTok but being that I'm unable to use certain features & functions in-app such as certain filters because my phone isn't compatible after the update. My phone & the app is up to date. TikTok is the only app I have a problem with that doesn't let me use certain filters. Babyyyyyy, TikTok ain't finna play with my feelings and my pockets ð¤£ got me out here thinking ð¤ð¬ ""Does do that with an iPhone?"". I think the think NOT! Discrimination against my SAMSUNG I tell you ð¤£ðððð"
