date,rating,comment,Category,Sub-Level,
12-May-24,Rated 1 stars out of five stars,"And there is another problem. On the Galaxy note 10 + , when I open the camera to translate, 2 words are joined after the translation, and I have to separate them. On the Galaxy note 9, on the other hand, this is not the problem. It seems that only on the galaxy note 10 +. I don't know why. Here is a bit of the text --- ,,If you are managing your own diary as well asa number of other people's, entering the wronginformation or missing information out will resultin colleagues attending meetings """,Request Info,Features & UI,
12-May-24,Rated 1 stars out of five stars,"After the last update the UI became unusable. This is what you'd call ""form over function"". It looks good, but actually using it is a pain. There's too much empty space and too little information per square inch. With the old interface everything fitted on a single screen, but now you have to scroll down to actually see alternative translations and dictionary definitions. Now most of the screen is filled with empty space between lines that serves no purpose other than making it look good.",Request Info,Features & UI,
12-May-24,Rated 2 stars out of five stars,"This app is overall a great tool, but I really dislike the layout of the new update. The new ""enter text"" area is way too large, and blocks out the previous translations that used to be listed below the text box. I find that the previous layout required little/no navigation and displayed all information on the main app screen, it was streamlined. I was unaware that I had auto-update enabled, and so unfortunately, the app has updated itself. Is there any way to go back to the previous layout?",Request Info,Features & UI,
12-May-24,Rated 1 stars out of five stars,"A perfect example of how to Ruin it for customers. This was one of the most unobstrusive most well designed app to almost next to oiece of junk experience. Unnecessary popups, more clicks to do the same task, difficult to navigate. and itonically in the name of UX ! Can the product team name one think which it improved in terms of UX ?",Request Info,Features & UI,
12-May-24,Rated 5 stars out of five stars,"This app has significantly improved over the years. In 5 years with my French husband the accuracy is much improved. It's a great way for me to copy messages from family WhatsApp groups into the app for a quick translation. Of course with any translation it is hard to be perfect but I find using this even helps me to verify my own understanding or attempt at writing in French. Keep up the improvement, I'm guessing using ML, to learn for informal, day-to-day usage be the best in the market.",Request Info,Features & UI,
12-May-24,Rated 5 stars out of five stars,"Honestly, I really enjoyed the latest version of the app. The design tends to be clean and quite simple. I see no reason to loathe the new Google Translate for minor disadvantages or going into details. I have been waiting for the new update to come up for a long while, and there it is. Thanks! It would also be nice if you replace old screenshots on Google Play with the new ones.",Request Info,Features & UI,
12-May-24,Rated 1 stars out of five stars,Keeps turning audio off every time I use the app... Which is frequently. Nuisance. When I want to hear the pronunciation of a word a dialog box pops up and says audio is turned off. I have no idea how to turn it on. The volume on my fone is fine it's only the app that has no audio!,Request Info,Features & UI,
12-May-24,Rated 1 stars out of five stars,"This app is really useful 👍. BUTTTT!!! I'm seriously annoyed by the history. Why can't I see my history. I have cleared all the updates so whyy!! I have also sent you the feedback, but you are doing nothing at all. Also I like the previous cam-scan translation, the new one is really confusing. Therefore, I want you to fix all the problems. Also, I want to inform you that this is not only happening in my mobile also in my other mobile Phones.",Request Info,Features & UI,
12-May-24,Rated 4 stars out of five stars,Its a great app except when translating it is to quick to stop! It doesn't taken into consideration of natural speaking which consists of slight pauses which the translator takes as finished and when continuing previous conversation information is deleted which doesn't help!,Request Info,Features & UI,
12-May-24,Rated 1 stars out of five stars,The translations into Tagalog (Filipino) are so bad. Most of the time it comes out as random words. Requesting an edit it a waste of time as I would be requesting it for so many words/phases. The sentence formation is horrible as well. And some words it won't translate even though there are English equivalents. It would be a great thing if google hired a team of native speakers to teach the system how to translate. IN RESPONSE: There are so many inaccurite translations that I'd spend hours.,Request Info,Features & UI,
12-May-24,Rated 5 stars out of five stars,Used occasionally at work with patients who cant speak English and have not brought a translator with them. Essential when requiring specific information or when giving advice. The voice option makes things very easy.,Request Info,Features & UI,
12-May-24,Rated 4 stars out of five stars,"I love this app, it's just that sometimes it's not accurate on giving a translation on long sentence, I've got really high expectations on this app and I don't want for anyone to misunderstand me, let's not call for trouble shall we. It's also great If you insert formal or informal, I'm using korean-english-japanese. Some countries are quite sensitive with the word respect, again I don't want trouble. Good work guys just make this things work and I would be back to give you 5 staarrrsss",Request Info,Features & UI,
12-May-24,Rated 5 stars out of five stars,"Nicely done... very interesting to use if you enjoy pursuing foreign relations and intriguing information about the world in your own language. You'll less baffled from foreign babble and understand the tongue of the word itself as your own. Through this process of Translation. Useful for learning new skills in communication globally, essential. For the travelers of this Cosmos....",Request Info,Features & UI,
12-May-24,Rated 1 stars out of five stars,This was the best app on my phone a few updates back. Every update ruins part of the magic of this app. No more automatic start whenever you use multiple language formats. Now no floating icon. Translation is slow and often unresponsive. Is there any way to get the version from 2 years ago? This progression is getting worse and worse. It feels like someone hacked into the program to make it useless.,Resources,Features & UI,
12-May-24,Rated 4 stars out of five stars,"Very Good Program.!!! Just Having now the problem that the download offlline files doesn't work. The screen doesn't make connection. Don't like to reinstall the program, because I don't want to loose history. History is very good towards learning a language. Program is installed on Internal memory. ( However, there is a SD card in the phone ) Thanks for suggestions.",Resources,Features & UI,
12-May-24,Rated 5 stars out of five stars,"When I disable Tab to Translate notification in the system settings, the persistent notification is indeed gone, but instead for it there comes a new ""Google Translate is using the battery"" notification which is also persistent and which can also be disabled in the system settings but the problem is it effects ALL apps and not specifically Google Translate! Using OnePlus 5T with Android 8.1.0. Please fix it so I can revert it to 5 stars! Thank you. EDIT: It's fixed! Back to 5 stars.",Resources,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Used to be amazing until they changed the user interface. I wonder what possessed the programmers to change something that worked so well into something that is hard and slow to use. It still translates alright. Except the UI is clunky and takes too many clicks to do even one translation,let alone a series of them.",Resources,Features & UI,
12-May-24,Rated 2 stars out of five stars,"New layout/UI is downright awful. Why change what was already good? Functions remain mostly the same, but the new UI obscures and hinders the fast and easy use that the old UI had. Also as far as I can tell, 'previous translations' (as in words or phrases you have translated before) have been removed.",Resources,Features & UI,
12-May-24,Rated 1 stars out of five stars,"What a disaster! The old floating icon and interface was fast and intuitive. Now I'm continually copy/pasting and correcting the target language. I've given up using the floating interface it is so stupid. Please, please can you provide an option to revert to the old version?",Resources,Features & UI,
12-May-24,Rated 3 stars out of five stars,"With the Galaxy Note 9 I could turn off the Tap to Translate notification but keep getting a constant ”Translate is using the battery"" notification once I open this app. EDIT: If that's the case it would be nice to have an exit button instead of having to force quit the app.",Resources,Features & UI,
12-May-24,Rated 1 stars out of five stars,Horrible now. Most unintuitive interface. It was almost perfect the last inception. You are retards. Even the stupid floating tab asking for another translation blocks the frigging translation!! Wow you are dumb. Put it back the way it was !!! It is barely usable now. I hope all the idiots who changed it die slow and painful.,Resources,Features & UI,
12-May-24,Rated 3 stars out of five stars,I use this app more as a dictionary than as a translator and I find this app quite good but recently I am having troubles with it. It does not show me the meanings of the word at all. The app lags in performance even when I have a good network. Plz fix this problem.,Resources,Features & UI,
12-May-24,Rated 5 stars out of five stars,At the starting i didnt ever expect any good performance from the google translate but as soon as i downloaded it .....its experience was fantastic ...you never even face minor diffliculties ...a person feels free to ask or communicate ...its quite helpful,Resources,Features & UI,
12-May-24,Rated 5 stars out of five stars,"""Google Translate is a lifesaver when it comes to breaking language barriers. Its accuracy and vast language database make it an essential tool for communication, whether traveling abroad or interacting with people from different linguistic backgrounds. The ability to translate text, speech, and even images in real-time is truly remarkable. While not perfect, it's continuously improving, and its convenience is unmatched. Highly recommended for anyone navigating a multilingual world.""",Uncategorized,Features & UI,
12-May-24,Rated 5 stars out of five stars,"�?3/18/24 ""Google Translate is a lifesaver when it comes to breaking language barriers. Its accuracy and vast language database make it an essential tool for communication, whether traveling abroad or interacting with people from different linguistic backgrounds. The ability to translate text, speech, and even images in real-time is truly remarkable. While not perfect, it's continuously improving, and its convenience is unmatched. Highly recommended for anyone navigating a multilingual world.""",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"The ability to take a picture of translated text is gone, even though the UI tells me that's what the white button is for. I get options like ""share"", ""listen"" and ""select all"", but no option to just take a picture. This is inside the ""camera"" UI. I'm just taking screenshots at the moment which has all the UI on too. A really bad change.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Hey Google translate You don't know this but I can tell you that when you see this translate text on a black screen like this, naturally a human will not be able to understand anything accurately and it will be a big problem for your customers to understand things quickly and it will be a good experience if you get it right , I mean seeing blues like this on a black screen can be eye straining and it would be great to change that . Hope this gets fixed thank you",Uncategorized,Features & UI,
12-May-24,Rated 4 stars out of five stars,"I would rather give this app 4.5 stars, but the option is not made available to me. It would be 5 stars if it could allow one to distinguish between formal and casual tense for Latin languages, and could account for certain dialects and idioms. I tried translating something and you changed the word for refrigerator three times. If I hadn't looked it up, I wouldn't have known that they were three different regional or dialectical words meaning the same thing. That is not helpful.",Uncategorized,Features & UI,
12-May-24,Rated 4 stars out of five stars,"Pretty good translator, sometimes a little formal, but generally I'm understood. I'm told that the formal translation can be a little harsh to native speakers, meaning less colloquial",Uncategorized,Features & UI,
12-May-24,Rated 5 stars out of five stars,"It is best for translation only one PROBLEM PLS PUT IT ON ON SCREEN SO THAT I CAN TRANSLATE FROM ANY APP, I have to open app and select image to translate",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Sadly after many years of usage I've finally had to give up and uninstall it. Not even talking here about UI getting worse and worse with each version. At this point it can't reliably perform its main task - simply translate things. No matter whether you have offline dictionaries or not, internet connection on or off - it just keeps showing message: ""Can't translate. Check your connection and try again"". Fortunately there are still solid alternatives out there.",Uncategorized,Features & UI,
12-May-24,Rated 4 stars out of five stars,"Good, but feels like a beta version of the potential. Quite a few bad design choices. One terrible design that makes zero sense is that if you input a text you want to edit you can only do that while viewing one single like at a time. So you try to edit and suddenly can only see 7 words at a time while the rest of the screen goes white. Really makes it unusable for more than 7 words at a time. But it's great for single words.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Beside disputable changes in UI, it doesn't work any more for me. Sony Xperia XZ1 here. For example in WhatsApp when I copy a text, the usual balloon doesn't appear any more. Via the contextual menu after a long press I can choose ""translate"" for it to appear but then I have to manually paste the text and press to translate. If I choose to show the floating icon in the settings, this is permanent and intrusive, and I have to still paste the text I manually copied in to get my translation.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"New photo to text UI is garbage, can't even open a phrase up in the main translate page without copying it in the scanning page",Uncategorized,Features & UI,
12-May-24,Rated 3 stars out of five stars,"Before updating the app, the tap to translate button would appear on the screen automatically whenever I copied any text, and it would disappear after closing the translation. It was very intuitive. But after updating the app, the tap to translate button always remains on the screen. Which is very annoying and non-intuitive. Please revert back to the previous way of showing tap to translate.",Uncategorized,Features & UI,
12-May-24,Rated 4 stars out of five stars,"Sure it helps me a lot and can work offline. There are many translations which are not quite right, but this is acceptable.",Uncategorized,Features & UI,
12-May-24,Rated 4 stars out of five stars,"4 stars instead of 5 for the original version... Although I hate the new interface that keeps my history of translations hidden from my 'immediate' access, without a doubt, Google Translate is still a valuable asset for my purposes. If Google ever started advertising in the app I would dump it in a nanosecond. OK Googs, don't ruin what still remains a good thing.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"What is happening with tap to translate on Android 10? 🙄 Edit: problem with tap to translate, on previous version of Android it worked just fine, I would copy text, there would be pop up for translating. Now I have to keep pop up icon on display all the time, if remove it from screen, it won't work and you have to admit that is very annoying. Premission for notications are given.",Uncategorized,Features & UI,
12-May-24,Rated 2 stars out of five stars,"I have chosen to pronounce in American accent from the region section, and after all the voice turns into British accent all of a sudden, I've tried to clear all data and then start all over again and when I type a word and listen to the voice, it's American accent but when I close the app and open it again, it returns to British in some words and American in other words. Please solve this problem.",Uncategorized,Features & UI,
12-May-24,Rated 4 stars out of five stars,"Everything is super awesome !! But I got one problem, it is totally impossible to change the accent of it. It has British accent but when I choose in the setting section of ""region "" the United States nothing happens. Please guide us to correct this problem.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"The problem persists with the latest version. Google developers are rubbish it seems. I can't translate screenshots or pictures saved on my phone. The buttons that are supposed to be on the bottom of the screen within the app, don't appear. Reinstalling didn't help. Using Bing Translator instead.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Absolutely terrible! Reverse translate button - lost. Now you can only switch languages, not the phrases. 👎👎🏻👎🏼👎🏽👎🏾👎🏿 Switch languages button accessible only after a click in the text field. History, while comprehensive, is not at all accessible while typing, i.e. requires two un-intuitive clicks while it could easily be reached by scrolling down.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Floating translate doesnt work. Font size is ginormous and cannot be changed. This is a phone app, people. Limited screen space. Conversation mode does not work. It returns nothing. It could be a very good app but instead it was ruined in 2/22 and apparently cannot be fixed. Where there is a will there is a way. Must be lacking in will.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Earlier, if I copied something, Tap Button would come, and that was very good, but now Tap Button is always seen on mobile skin, which is a nuisance. I want it to be the same as before, if you copy something you will see the tap button and when you translate it will go away ,,,,, you always see the tap button it is annoying and if you copy something you do not see the tap button. I want as soon as possible fixed this problem.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Tap to translate doesn't work properly on android 10 on my galaxy note 10+ I gave the permission frome my note to the translation app and i did enabled the tap on translate The problem is : When i opened for example the Facebook, the floating notification stays on the side of the screen and when i try to hide it goes forever untill i reactivate it So the floating icon or stays forever or hidden forever When i had note 9 it does show only when i make copy for a text and disappears aftr 2second",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"The new UI is horrible. Unnecessary (and stupid) changes. Reverse translate is uncomfortable to spot, and the ""spelling"" is mostly gone. Very obvious that whoever approved the changes doesn't speak more than her/his own language.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Google. If you were going to put this un-intuitive skin or interface, at least give us option for keeping the old way. The old one was fine - kept the history on the same page, text size was just right. The new interface makes me want to uninstall this app.",Uncategorized,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Detection from camera/images is completely unusable. Does not recognize characters, even from a screenshot of basic web fonts. Fresh install, so definitely a problem with this version/app. Surprisingly, Microsoft Translate works infinitely better.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Mediocre translation app, completely ruined by the giant blank space below its single line of search bar. Since I often translate entire sentences or paragraphs, I find it infuriating to have to continually scroll through my text line by line, instead of being able to see it in its entirety on the aforementioned blank screen.",Uncategorized,Features & UI,
12-May-24,Rated 5 stars out of five stars,"This is the best translator I know. To expand the translator's capabilities, it would be necessary to do: 1. The ability to edit the source text and the translation. 2. The ability to see the text on the screen during a phone conversation (for people with hearing problems).",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Material You is the worst thing that could've happened to Android, this new redesign is horribly unintuitive, unaesthetic and unnecessary. AND BEFORE YOU COPY AND PASTE YOUR PRE-MADE ANSWER AGAIN; NO THERE ISN'T A THREE-LINE MENU ANYMORE! IT'S BAFFLING HOW A MULTI-BILLION DOLLAR COMPANY IS SO BAD AT BASIC THINGS.",Uncategorized,Features & UI,
12-May-24,Rated 3 stars out of five stars,"Downloading the offline packages for Spanish wont work. When I click the downlaod button on my Sony XPERIA XA1 Ultra, the circle keeps spinning and never stops. It never downloads. Ive tried multiple things to try and fix this problem but it just wont download! Please help, translating offline is really helpful.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"I want the old design back. The new one is so inconvenient. It doesn't display the way to read the Japanese translation(romanji). Also, there is no button to quickly switch between Japanese to English and English to Japanese.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,If we are talking on WhatsApp So sometimes it stops working Sometimes it doesn't even translate please fix it Popup window Keep the voice translate option inside Sometimes talking on WhatsApp requires voice translation But this time the option does not return So we have to open the application and translate it back And there is an option in which a message can be sent immediately after translating. It takes a lot of time to copy and paste. thanku good bye.,Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Tap to translate only works now in floating mode. It requires extra steps now and half the time, it still doesn't work. I'd gladly pay to have it the way it was before. It's going to increase my study time by quite a bit. I agree with the other comments about using the whole screen.",Uncategorized,Features & UI,
12-May-24,Rated 3 stars out of five stars,"New design is not very intuitive, doesn't automatically switch keyboards like before and transcribe button/function has gone?! I'm all for modernising but the app as it was before worked well for me.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Was the best translating app before, now they changed the UI and now its bulky and horrible. I cant easily switch the languages im typing. I have to hit the back button. Worst design flaw of all time honestly. Ill look for a different app if there is one",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,you guys have got a very serious problem with one of your created translator that will haunt my phone until the day you fix it or when my phone shuts down. I cannot get rid of it and everytime i go to another page it translates it to another language when I dont want it but it to but it does it anyway. If you can fix this problem then that will be the greatest improvement you will ever make with one of your translators.,Uncategorized,Features & UI,
12-May-24,Rated 5 stars out of five stars,I accept this as a way to communication with languages that have been served as the most common form of speaking languages were quite known as the words to pronounce correct pronounce for the first approached as well as speaking native languages that were usages Supporting sounds that closed to today translation of exactly sounding liked eavesdrop on sounds like exactly the way original characters that were meant to be acceptable. Thank for sending the programmer of Google translation to server.,Uncategorized,Features & UI,
12-May-24,Rated 3 stars out of five stars,"Is it only my problem, when I translate some text and than trying to make some corrections, I see only two strings of my text? Why I can't see whole text block during the corrections? The rest of the screen is empty.",Uncategorized,Features & UI,
12-May-24,Rated 5 stars out of five stars,In the past i could share with whatsapp n email n a lot of others. Now i cant. Why this change. Also the icon appearing all the time on the screen n if i hide it i cant translate directly. I hope u change these two things back to what it was. I also hope u would include hebrew in the voice setting. This is a great app except for these three problems. Please do something about them. I am giving 5 stars anyway.,Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"How did you screw this up? I loved this app, especially the tap to translate. My wife's family is Colombian, so lots of Spanish in our texts. I could simply long press the text, copy, the button would pop up, tap it, and bam! Translated. Then the icon went away until I copied something. Now you want to keep the icon on my screen the whole time? And a drop down menu entry? You guys went stupid. EDIT: I don't care why you ruined it.",Uncategorized,Features & UI,
12-May-24,Rated 3 stars out of five stars,"Offline transactions are often off (give you the least suitable translation). For example, it translates ""veneer"" as ""лиман"" to Ukrainian in offline mode (which is not the most common translation of the word). But it translates it as ""шпон"" in online mode (correct translation). P.S. Google, stop paying Indians for 5-star reviews, lol)",Uncategorized,Features & UI,
12-May-24,Rated 3 stars out of five stars,"I do not like the new interface. The old interface was more intuitive. Kindly ask the development team to concentrate on functional improvements, not UI dress-up.",Uncategorized,Features & UI,
12-May-24,Rated 5 stars out of five stars,"First off, Google alone is just great. I work for an international company. Sometimes we get guest from other countries. Using this app was able to make the guest feel comfortable knowing a break down in translation wouldn't be a problem during their stay. Long story short the review received from that guest gained me many accolades from my company. Thank YOU GOOGLE!!!!!!!",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,Didn't work at all. Couldn't even record a voice. Pushed the microphone button and it just kept quickly turning off and telling me to push the microphone button again. I'm embarrassed for Google for making an app this bad.,Uncategorized,Features & UI,
12-May-24,Rated 4 stars out of five stars,"I have starred/saved probably over 3000 translated phrases and this is why the mobile and web app have huge problems displaying them correctly. It seems like they aren't synced properly and when I refresh the starred/saved tab, it always finds new saved translations. Please fix this!",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,Please do not direct me to the incorrect suggestion webpage. Everyone will know there is no problem to copy and paste the words inside the Google Translate Android App. The problem is the new version Google Translate App for Android 10 does not work directly on any .pdf files after you even just marked 1 word you want to translate. The Google Translate works well on Android 9 whenever you mark the any words directly on .pdf files. Please fix your Google Translate App for Android.,Uncategorized,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Why does the Google translate UI only occupy 1 cm on the top of the screen when one is typing the messages to be translated? Even if the translation is in real time, it's impossible to read the super long 1 liner translated text while still composing the messages. Is this intentional?",Uncategorized,Features & UI,
12-May-24,Rated 3 stars out of five stars,"Simply incredible speech engine. Atrocious UI interface. This app performs the same function in different ways, with different outcomes depending on which page you start from.",Uncategorized,Features & UI,
12-May-24,Rated 5 stars out of five stars,"This is an excellent app.But recently I felt a problem. when I translate English to Bengali By voice,then it says ""Tap and hold the Google assistant button"" but after that it don’t start translate my voice.I think this is not the apps problem. but how can I relief from this problem.",Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,no more offline translation support? your support team send me this - ( Open app - Menu - Offline Translation. Ensure both the languages are listed under “Downloaded Languages�? Try enabling “Airplane Mode�?from phone Settings to be completely offline. Hope that helps. ) I am unable to find this option please guide me !,Uncategorized,Features & UI,
12-May-24,Rated 1 stars out of five stars,"The app stopped working a few days ago. It shows pink screen and says: ""can't translate. connect to the Internet or try again later "". But my Internet works fine. Tried to redownload it but the app still doesn't work . Could you help me with this problem ,please ?",Uncategorized,Features & UI,
12-May-24,Rated 2 stars out of five stars,Latest update to the UI is frustrating and clunky to use. Have been trying to adapt but there is simply too much on the screen at all times trying to translate a piece of text from an image. Previous UI design was intiuative and easy to understand. I've resulted in using the desktop version over the app because of how useless it is.,Usability,Features & UI,
12-May-24,Rated 1 stars out of five stars,"The new update completely ruined it. Before, the real time conversation worked excellent. Now, it hardly ever works, and it won't immediately speak the results. I have to push a button to get it to speak (if it will even pick it up), even though I've checked in my settings and I have it set to ""immediately speak results"". Please change it back!!",Usability,Features & UI,
12-May-24,Rated 1 stars out of five stars,"New version is terrible. Takes three taps to translate now instead of one. How is that an improvement.... Update Installed: 25/2/22 - still terrible. Clearly the developers care about user feedback.....not. 12/08/22 well done you made it even worse. Tap to translate doesn't work at all now. 29/04/24 - Now multiple ttt circles are on my screen. I have to reboot to reduce to 1, but they build up again in a few hours.",Usability,Features & UI,
12-May-24,Rated 5 stars out of five stars,"Perfect for having conversations and making friends with people who I once would have never even met online. But the only 2 problems are 1)the lack of a chat app function and 2)because of this, any conversation in an app with end to end encryption requires the support of an app such as Google Lens along with screenshots of the conversation.",Usability,Features & UI,
12-May-24,Rated 1 stars out of five stars,The app doesn't switch between the language of the keyboard since the latest Android update. Gets stuck and you have to close the app and open it again. So the switch button is useless most of the time. I don't know what that reply is supposed to fix since it has NOTHING to do with the described problem,Usability,Features & UI,
12-May-24,Rated 5 stars out of five stars,This app is the ultimate best! Not to mention it's free for the world to use & access! Any person with a phone can explore the world through language and even down to dialects! This is a modern marvel the power and such precision man this is a technological wonder! Yet there's still some genius wanna be complaining about not being able to distinguish some casual & formal tense IN LATIN DIALECTS so he could only spare 4 stars! Man thats what you call a PUTRIDUM PODEX! Ppol nowadays so ungrateful,Usability,Features & UI,
12-May-24,Rated 1 stars out of five stars,"New interface blows. Why change up the way its been for years? It feels infinitely more difficult to navigate and read than the old version did, so your garbage attempt to make all sleek and modern ruined its intended use.",Usability,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Actually the big problem to me was this floating icon. Once you drop it into the crossed circle at the bottom of the screen, the floating icon toggle switches back off in the settings. It didn't use to be that way, it's a big mistake making it working this way. Please revert it to the way it worked before. Dropping the floating icon into the crossed circle doesn't mean I am not gonna use it anymore... I will but maybe later. It's a bit of a hassle to go to settings to turn it back on. TY!",Usability,Features & UI,
12-May-24,Rated 3 stars out of five stars,"I've been using the app for about 6 years. Works great mostly. But I have to keep downloading and older APK because the newer interface, material u, doesn't work the same. When communicating with family overseas, it's easy to copy the message I want to translate, hit the floating bubble, read what they said, hit new translation and the app automatically switches between the languages and I can start typing my response quickly. The material u interface is a lot more work.",Usability,Features & UI,
12-May-24,Rated 3 stars out of five stars,"Translation requires on the fly proof reading -- that's ok, except that the interface is incomprehensibly awful. Two cramped lines of text for each language stuck at the very top, with tons of blank real estate right below? If i want to translate two sentences and go back to edit a typo, it means trying to scroll that tiny space and drop a cursor. And accepting the ""do you mean"" kicks you out the text and into the copy, so can only be used at the end. The iOS version is much, much better.",Usability,Features & UI,
12-May-24,Rated 4 stars out of five stars,"I have enjoyed using this app for quite some time and have found it to be extremely useful. I can either speak or type into my phone (in app) in English and at the touch of a button, my words are instantly translated into Spanish, viewed in text and also played in audio. My Spanish language skills have greatly improved. This app offers several other languages, as well. However, I deducted one star in my rating due to a mystery HACKER typing a message related to my text. Scary. I alerted Google.",Usability,Features & UI,
12-May-24,Rated 1 stars out of five stars,I agree with all those suggesting the latest redesign is rolled back. It doesn't work and is unusable. I can't see the translation because the on screen keyboard remains over it and it can take many taps on 'Go' before it eventually moves off the screen. The voice recognition seems to be listening to someone else and only picks up the correct word 2 or 3% of the time. All in all the translate app has been ruined.,Usability,Features & UI,
12-May-24,Rated 4 stars out of five stars,"An excellent translator/dictionary that can translate entire pages on the fly and supports over 2 dozen languages. It used to be better, hench the missing 5th star, but in its current state it suffers from over engineering and neverending attempts to make it smarter; the UI, while simple on its surface, became less intuitive and awkward to work with so it's never clear what language is being translated and which is translated to...",Usability,Features & UI,
12-May-24,Rated 1 stars out of five stars,This app is now a fuzzy shadow of its former self. It used to be so intuitive to use including the ability to quickly translate back and forth. There was also a useful rolling history of previous entries. No longer provided. By all means develop new versions of successful apps but please allow users to stick with the original version which worked so well.,Usability,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Please bring back the old interface. The new one is harder to read, wastes a ton of space with the huge font size, is missing a quick button for handwriting input, harder to read language selection buttons, requires extra clicks to see the translation history... All around worse. I actually can't think of a single thing that improved. I'll use alternatives if I can't sideload an earlier version. Same feedback already sent in the app. Why do UX designers these days promote shiny over functional?",Usability,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Used to be a big fan but uninstalled after many years. The new layout has everything taking up unnecessary space, dumbed down giant buttons, counter intuitive, over emphasis on functions like speech and photo which I never use. Minimalism has everything floating in an empty void instead of the old boxes with clear functionality, no hierarchy, hard on the eyes. Don't fix what isn't broken, at least include an option to keep the old version.",Usability,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Google Translate worked great for years, living in a non-English speaking country. But now, it seems that the format got wacked/upgraded a bit from simplictic to not so quick and easy to use. I go to the market now and have to fumble around with this app while people are waiting are around for me. Very embarrasing for me when the app was quick-draw and simple. Trust me, I have practiced with this new update enough. I used to be in/out quickly with the old format...now I hesitate to go anywhere.",Usability,Features & UI,
12-May-24,Rated 1 stars out of five stars,"This used to be a really good app, but with the last update, the design of the floating icon was redone. Before it was very intuitive you could just copy your text and then open up the floating icon and it would translate it for you automatically, I don't know why but that was taken away and now you have to push two more buttons to translate things and it's not as intuitive. Please bring back the old Google translate!!",Usability,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Just in one update, you ruined the whole app. Now, the floating icon stays on the screen, previously it used to disappear after 5 seconds. Now, you can't switch between languages while writing inside the app. Now, when you select a text and press the icon, the text is not automatically pasted inside the app. Google, did you hire Facebook developers?",Usability,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Despise the new UI. The history is much harder to look through. Great ""improvement"" (sarcasm expressed) Edit/reply: i did not have to use that step to get to the history, it was perfectly obvious to see and understand in a list for before without having to open a sub-menu. And the previous method to look through translation history was in a newest to oldest order, but now it's in some new kind of order that makes it difficult to look through. Completely unnecessary update.",Usability,Features & UI,
12-May-24,Rated 1 stars out of five stars,"New update is garbage. Text is too big; hard to read and not intuitive to SCROLL for translation. I use this nearly everyday; when someone types a reply they hit the ""English"" button thinking it's the translate button. People don't scroll for the translation. Old version people could read your long message as you typed, now it's hidden behind the keyboard. ""Speech output for Portugese unavailable"" BS I was using it the last 2 months and it's still in the web browser version. Please revert.",Usability,Features & UI,
12-May-24,Rated 4 stars out of five stars,"It's OK...ish. works quite well translating English to Portuguese. However, sometimes it does get things wrong and my in-laws start laughing at me. Good job I'm improving my own speaking skills so won't have to use it much longer. The major fault is that, as soon as you pause to breathe, it stops. Has Google ever heard what a conversation sounds like? People pause all the time! Having to continually hit that microphone button is infuriating.",Usability,Features & UI,
12-May-24,Rated 2 stars out of five stars,"The new UI that was made some time ago is trash. Now when I'm translating an image, it's impossible to just select a certain section of it because the cursor will grab words from all over the page. It was fine before, why change it? v Of course I know that, but I can't select multiple different lines of text without the cursor freaking out and snatching random bits of text from the whole page.",Usability,Features & UI,
