date,rating,comment,,,
20-Mar-24,Rated 1 stars out of five stars,"Spotify was good before for free subscription with ads inbetween songs. Every 5 to 10 songs, you get an ad. this was kind of frustrating but I was able to manage with it.. But now, basic music player features like turning off shuffle(shuffle is always turned on), trying to go back to previous song and many other things are not available for free users. All of this is moved to premium where you pay 119rs per month. This is honestly the worst thing Spotify has done. I hate it now..",,,
20-Mar-24,Rated 1 stars out of five stars,"The latest update was worst. Whoever came up with the idea to limit the skips of songs and to remove the ability to go back to a particular time of the song and also remove the going back to the previous song skip button, I hope you get fired soon 🙂. Atleast they brought back the lyrics of the song. I don't use this app much after the update and I have already switched to Wynk music 🎵 for playing a song on repeat. You guys can go on with this madness.",,,
20-Mar-24,Rated 1 stars out of five stars,"There's some interesting features and I appreciate that recommendations don't get too stale (although this still happens to some extent). The pop-up notifications within the app are absolutely terrible, though. There's no way to turn these off and I find them intrusive. Not sure what I'm paying premium for, if I'm still getting ads thrown at me constantly.",,,
20-Mar-24,Rated 1 stars out of five stars,I don't even wanna give 1 star. But am forced to write the review. I never imagined Spotify would be downgrade so much. All were good but suddenly they changed the lyrics for only primium users. And now they i can't even play songs on repeat!! That's just horrible! And not to mention how twe can't even play the songs one a specific part now. Not only that all the features that made Spotify the best music platform is all been taken away. Like we can't even add to queue. I Just hate this app.,,,
20-Mar-24,Rated 1 stars out of five stars,"There's a great selection of songs, like some songs I'm looking to add to a Playlist isn't on other music apps, however, there's been many downsides. The interface for your Playlist is terrible and it's ridiculous that you can't rewind, fast forward, or chosen a specific song from the Playlist without premium! Not to mention the bombardment of ads you get back to back after a song or 2. Now it won't let me play anything even though I'm PREMIUM. Do better. Stop trying to get into our wallets",,,
20-Mar-24,Rated 4 stars out of five stars,"I love this soo much but at one point some lyrics dissapear when usually there was. Honestly would love to get it back and i really hate the three in a row ads. Seriously just because i can't afford it, doesn't mean you have to annoy me. Love the genre on the search tab! It's kinda a reasonable price but i just don't think it's necessary for me. Love the filter on the library! Really help me find my playlist. Love the little chalange to get a reward! It's fun and profitable! Love the top mixes!",,,
20-Mar-24,Rated 1 stars out of five stars,"I have been a loyal Spotify user for years. But recent updates have left me feeling less than thrilled. It's frustrating to see a Music app that I have loved for so long. Making significant changes that limit the basic feature free users used to enjoy. I mean, the basic features like random song selection, Queuing and mid song skipping everything is premium. It's very disappointing. I hope spotify reevaluate these changes to keep both free and premium users satisfied.",,,
20-Mar-24,Rated 1 stars out of five stars,"Been using the platform for a couple years now, the recent update(s) completely ruined my compatibility with this app. Like, why would you even make the basic & general functionalities of an app, into premium, exclusive features? Unable to loop music, select specific segments of it, nor switch to the previous song. Hell, it doesn't even play the playlists properly, it'll just start playing songs of the same publisher. Please revert back the changes, this was an extreme letdown from your team.",,,
20-Mar-24,Rated 2 stars out of five stars,"I have been using free version of Spotify for a long time. After the very recent update the app is literally trash...You can't seek the song which is playing, you can't go back to tha previous song, you can't hear every songs within the same album...These are some very basic features which should be available to all irrespective of premium of features. Now they made the above mentioned features as premium features. Hope you sort out these things in near future.",,,
20-Mar-24,Rated 1 stars out of five stars,"The new update is very very annoying. Whenever I had music cravings the only app, where I found all my favourite playlist was spotify. I used to love this app,but the new update has disabled the basic features like favourite part of the song can't be played , you can't play ur favourite songs , playlist gets shuffled . It really irritates . Now I have to find another alternative.",,,
20-Mar-24,Rated 1 stars out of five stars,"Already alot of features were included in the premium and were not allowed to free users. Now the latest update has snatched the basic features a music app should provide. The options-shuffle, repeat song, queue, previous song all are premium, even we cannot play a specific part of a particular song. Moreover most of the songs show that the lyrics can't be loaded. Few days back some songs were also not available. What is the use of providing such vague features? TOTALLY DISAPPOINTING!!!!!!!!!!!!",,,
20-Mar-24,Rated 1 stars out of five stars,"I am very much disappointed with the recent update. You literally can't skip a pat of song, you can listen to the previous song. This is just way too much. The app has become so much hungry for premium, that it is unwilling to provide any of the basic features. I can say with surety that after this update people are gonna switch their music app to saavn, wynk music etc ....",,,
20-Mar-24,Rated 1 stars out of five stars,"The update is crazyy, if you don't have premium you can't even play songs by your own will now?! You can't skip or make a queue!!?? Also it doesn't allow you to select the timings of songs from where you wanna hear it!? Even the lyrics are only for the ones with premium. This used to be one of the best music apps now it's the worst of all tbh. Even the basic features require premium now.",,,
20-Mar-24,Rated 1 stars out of five stars,"This WAS the best app ever. Amidst of the ad, I liked all the features. But the recent update made it much more worse. They restricted some basic features like tapping back, shuffling and all which is the basic of any music app. If you are doing this to earn profit, it will make it only worse. Either you do some changes or we have to switch to other app.",,,
20-Mar-24,Rated 1 stars out of five stars,"The previous music app was hailed as the best in its category, earning the loyalty of users like me over four years. However, the recent updates have left a sour taste. Basic features that made the app enjoyable have vanished, and it seems like every essential functionality now demands a premium subscription. What was once a seamless and user-friendly experience has transformed into a frustrating ordeal.",,,
20-Mar-24,Rated 1 stars out of five stars,"I have been using Spotify for over 4 years now and had no complaints, until the current update that has removed basic features like tapping back, repeating songs, lyrics etc. How is one supposed to play anything without any freedom, especially since the default mode set is smart shuffle that adds unnecessary songs in between, making the experience even more intolerable, honestly if this doesn't get resolved I might as well switch apps. Very disappointed...",,,
20-Mar-24,Rated 1 stars out of five stars,"It used to be so better before but now, whenever i turn Spotify on in the background, it crashes. edit: this app has gotten worse. playing your playlist in order has become a premium feature, playing back the previous music has become a premium feature. playing your favourite part of the song has become a premium feature. everything is premium. free users can't even the freedom of playing their playlist in order. the ads were still tolerable, this is absolute bullcrap. I'm uninstalling.",,,
20-Mar-24,Rated 1 stars out of five stars,Looking forward to uninstalling and downloading some other similar app. This app has become irritating. They are in a way trying to force users to get premium. All the basic features are being disabled slowly. Now you cannot even chose the music of your choice. Either you subscribe for premium or else listen to the default music which plays at first. Rediculous,,,
20-Mar-24,Rated 1 stars out of five stars,I'm extremely disappointed with the recent updates from Spotify. The decision made by their product management team has left me frustrated and questioning why I should continue using this platform. It's clear that these changes were made without considering the user experience. Features that made Spotify convenient and enjoyable have been taken away. It feels like they've lost sight of what made them sucessful in the first place.,,,
20-Mar-24,Rated 2 stars out of five stars,"I've been with Spotify for many years, but I am primed and ready for a switch. The app is slower and more unreliable than ever, UI features are being changed/removed for the sake of change, Shuffle is still questionable at best, Chromecast connections hang and require restarting the app, and Lossless is still nowhere to be found despite being announced several years ago.",,,
20-Mar-24,Rated 1 stars out of five stars,"The latest update is so horrible! I can't listen to songs from my playlist freely, there's a limit to play songs if you don't have premium, lyrics feature doesn't work. I can't skip to a certain part of the song, just have to listen to it from beginning to end. Every feature is locked now. They've become so desperate for people to buy the premium now. Might switch to other apps if they don't fix it.",,,
20-Mar-24,Rated 1 stars out of five stars,"Nothing can get cheaper than this. Literally disabling most of the features for the sake of converting customers to premium subscribers. Can't play your Playlist in sequence, Can't rewind or select the song of your choice, No video ads for uninterrupted music like before. What is left is to play ads between music. Was a premium subscriber and canceled it due to personal reasons. Didn't know that it could get this bad. Good bye Spotify, the downfall of this brand has just begun.",,,
20-Mar-24,Rated 1 stars out of five stars,"Horrible!! Everything's basic feature like loop, shuffle, repeat a song and even playing a song from a specific part, literally everything and I mean EVERYTHING that was a veryyy basic feature has been changed to a premium feature. Even the lyrics of the songs are gone. I just can't listen to music properly on this app anymore and I really hope the people who decided this was a right idea are fired, including the people who agreed and actually went ahead with this update. Please change it sir.",,,
20-Mar-24,Rated 3 stars out of five stars,"Spotify offers a vast musical landscape, but its recommender system occasionally misses the beat. The lack of a ""thumb-down"" for genres and artists is perplexing. This flaw is evident in the DJ feature, which insists on serving up dance, metal, and K-pop tunes that rarely strike the right chord with me. And when it cheekily suggests ""here's a song you'll recognize"", more often than not, I'm left scratching my head. A symphony of hits and misses.",,,
20-Mar-24,Rated 1 stars out of five stars,"Once upon a time, Spotify used to be the king of music streaming. Now they're just a total scam. Want to press the back button? Give money! Want to play your playlist? Give money! Want to fast forward 1 second? Give money! Also the app has 3 mins of ad per song, along with major crashes and bugs. They forced me into getting premium. Still not worth it. I wish there was a good Spotify rival.",,,
20-Mar-24,Rated 1 stars out of five stars,"I used to love spotfy so much!, but since this new so called feature namely not being able to play the songs in order, not being able to play the previous song and not being able to go back to a time stamp in a song. It's ridiculous! These things are the most common features in any music app and now we have to play money for it!? I'm really disappointed. What's even the point of buying premium for these small things! Spotify please remove this new update. As the app's stan I'm very disappointed",,,
20-Mar-24,Rated 1 stars out of five stars,"The recent update that forces users to buy premium to even listen to music in THEIR OWN PLAYLIST IN ORDER, not to mention a bunch of other features that were free earlier, has rendered this app nigh unusable. The only reason it hasn't been driven into the ground is because of a lack of a viable alternative, but you best believe that a reckoning is on the horizon.",,,
20-Mar-24,Rated 1 stars out of five stars,"And finally the good old days of Spotify are officially over. Basic features of ""add song to queue"", skipping to a certain part of the song, some compulsory reshuffle (won't play any song in order) has made the usage of this app really frustrating. I mean come on these are PREMIUM features acc to u???? Don't know what more features have been disabled. Very disappointing. Not a favorite anymore. I hope we find a better app that don't deny us the basics.",,,
20-Mar-24,Rated 1 stars out of five stars,"Hi, I've been using Spotify for the past 2 years now, and I really liked it. But making one big mistake can ruin all the good things you've done, and that's exactly what happened here. It turned TOO COMMERCIAL. I'm not lying when I say I got ads EVERY 1 MINUTE, and it used to be so long. They disabled many features. Now I can't even choose what song I want to play next, and if I want to choose, they say ""upgrade to premium"". This takes away the whole music listening experience. Please rectify it",,,
20-Mar-24,Rated 1 stars out of five stars,The app used to be the best music app. It has become worse and worse over the years. Those annoying adds were torelable at some point but spotify clearly wants to be uninstalled so bad the way it's making changes. The basic features of a music app have been removed from the app for those who use it for free. Seems like the creators are planning on how to make the app even more inconvenient for the customers to use. I can't even listen to my music the way I like anymore. It's really annoying.,,,
20-Mar-24,Rated 1 stars out of five stars,Spotify app- A disappointment. Shuffle is the most basic feature of any music app. Now it is paid and completely useless. Also navigating to a specific part of a song has become an arduous task. An essential feature that allowed users to preview different sections or repeat a catchy chorus with ease has now been monetized. WORST. TOTALLY NONSENSE!!!,,,
20-Mar-24,Rated 1 stars out of five stars,"You're paying for the standard, not for anything extra. I swapped over to Spotify Free due to not being able to justify the expense per month. I can deal with the ads, but the app now has a tendency to mess with my playlist. I do not want to listen to songs that aren't on my playlist. I had my playlist reshuffled, frequent crashing, and straight up not playing songs on my playlist. With premium, there are no bonus features outside of the AI recommend stuff. You are paying for convenience.",,,
20-Mar-24,Rated 3 stars out of five stars,"When multiple artists are listed for a song I should be able to tap the 2nd and not be sent to the first. So annoying. I want full dates of album / song releases. Not just year. I want to be able to sort discography and top tracks on artist page by release date, play count, popularity, etc. Want expanded top tracks lists with sort options & play count. +++If it displays release dates. Show track length on lists FFS. It's missing in so many places.",,,
20-Mar-24,Rated 1 stars out of five stars,"The free version is just radio. You can't pick your music, it chooses for you. The ads are invasive. 1 ad for 30 minutes? How about an unskippable 15-second ad every time you open a menu. Ridiculous. As much as people hate SoundCloud, you don't have to pay for basic features such as a repeat button or opening a Playlist. I'm gonna go back to downloading mp3s on bandcamp, at least then my money goes towards paying the artist. You guys suck.",,,
20-Mar-24,Rated 1 stars out of five stars,"Used to be the best platform for songs but now it worthless. Many features are disabled like repeat a song, go back to a specific part, view next song and many more. Even the number of advertisement and their duration has been increased. It sometimes feels like they played song in between of adds. It's just like forcing the user to choose premium. Currently I'm looking for some other platform for k-pop music. Any recommendations??",,,
20-Mar-24,Rated 1 stars out of five stars,"I used to love the spotify app, but currently, with the updated version where you need to pay for EVERYTHING, the app basically is a disappointment. The update I hate the most is the smart shuffle feature, and the fact that they removed the add to queue feature. And it is not just me sick of th new update. Spotify would be losing a lot of users if it doesn't restore the app to its original ways.",,,
20-Mar-24,Rated 1 stars out of five stars,"PRIME EXAMPLE HOW GREED KILLS THE GOOD First, a lot of ads were shown but that was not a problem, because occasionally for 1 ad they gave 30 mins of ad free music. But now they removed all the basic features of a music player... 1) No rewind 2) No repeat 3) It's useless to create playlists now I had been using this app since 3+ years and had numerous songs in numerous playlists (Almost all of my favourite songs since 1950's). Now my search for a better music app begins...",,,
20-Mar-24,Rated 1 stars out of five stars,"As if the annoying 30 sec ads of podcasts and ""perfect date night playlists"" and other things wasn't enough, the new features have completely destroyed Spotify. No peek? It feels like you've caged us up. No back button? No shuffle? Can't play songs in order? What happened to the developers all of a sudden? It feels like something got into them and they decided to get rid of free customers! Come on guys, show some sanity. You want to stay in competition just with your algoritm? May you lose!",,,
20-Mar-24,Rated 3 stars out of five stars,"The only reason I still have it is because I am a creature of habit. I like the interface and I am too lazy to change to another app. That being said, spotify does have a lot of songs, podcasts, etc., that you can't find elswwhere. My biggest peeve is that my liked songs will disappear from my playlist and then show up later unliked. At first I thought I was accidentally unliking my songs, but this has been going on for years and it's become a horrible nuisance.",,,
20-Mar-24,Rated 1 stars out of five stars,"Can you please make the app more reliable to everybody to use. I have been using Spotify for 5 years now. I enjoyed it very much, after the few updates this app sucks. No options of playing the song on repeat, cannot go back or listen again, i don't think this is all needed for a free user. Uninterrupted music without adds for premium package is acceptable. But fot free users atleast with adds getting uninterrupted music for 30 mins is a privilege. The app is uncomfortable to use.",,,
20-Mar-24,Rated 1 stars out of five stars,"Editing review from 5 star to 1 star because I have been using this app for more than 6 years in multiple accounts with and without premium. The Ads while listening to music is understandable... But now no longer able to play songs in a specific order, repeat songs, or tap back to previous songs, fast forward a song. This is not acceptable to everyone, I don't think this is encouraging to get a subscription. My most favourite app has now become the worst. REALLY DISAPPOINTED.",,,
20-Mar-24,Rated 1 stars out of five stars,"Annoying to use. Music selection is good. The iPhone version is better. The MOST ANNOYING thing about this app, and they won't help in customer service: When a song is up and playing, I can't swipe down on it to put it at the bottom of the screen like Tidal and YouTube music does. I have to reach all the way to top left corner and click the down arrow or hit the back button. Iphone you can do it, Android you can't. And because customer service won't help me, THIS APP SUCKS!!",,,
20-Mar-24,Rated 2 stars out of five stars,"Not friendly. Aside the fact that the free version is actively hostile to the user, the removal of the heart next to liked songs is horrible for visually impaired individuals (like myself). Before it was a way to make songs I really loved stand out in a playlist, but now 'liked' songs are more difficult to find. Doesn't this make the feature to 'saving' to Your Library practically useless? I do have a premium account. I hope this is fixed soon.",,,
20-Mar-24,Rated 4 stars out of five stars,"Overall a great experience. Having a premium account definitely adds to the experience. Certain features I would love to see added across platforms (you can't ""dislike"" a song on PC, for example). To add onto that, I would like to see an easier way to dislike songs, as i often get recommended songs I do not like and the way to remove them is quite tedious in my opinion. However, I would still strongly recommend to friends, and it is one of the best platforms for listening to music offline.",,,
20-Mar-24,Rated 1 stars out of five stars,"There needs to be a way to turn off Smart Shuffle permanently. Like, a way in the options menu to turn it off so it doesn't come up when I am trying to switch from shuffled to in order mode. This will remain a 1 star review until that happens. Trying to turn it off using the shuffle button does not work more than half the time, and it remains on. I do not pay $10 a month to listen to songs ""AI"" thinks I would like, I want to listen to what I choose to or I will find other services to use.",,,
20-Mar-24,Rated 1 stars out of five stars,"Used to be a great application to listen to music but now you have to pay to literally do anything. For eg- You need premium to go to a specific part of a song, now you have to listen to the boring parts to reach the other. It has become pay to win. Way too many ads. It's basically an ad every 2-3 songs and to mention, the ads are really long and boring. It's nothing to your interest. It has added many features exclusive to premium. So unless you have spare money to waste everymonth don't instal",,,
20-Mar-24,Rated 1 stars out of five stars,"The new update is beyond disappointing actually. You've taken off some of the basic features while listening to music and labeled it as ""premium""? like I can't go back to the previous song or play a specific part in the song or listen to my playlists in a certain order that I created for a very specific reason or repeat songs as I please or skip songs that I do not enjoy is baffling. With the way I'm being treated I'd rather use a radio cause then these features make sense to me",,,
20-Mar-24,Rated 1 stars out of five stars,"I have been subscribed to Spotify for over 7 years at this point. I had experienced very few, if any, issues until the September update that added ""smart shuffle."" The addition of this feature has functionally broken the app on mobile. The app will now crash randomly. If I happen to even touch the shuffle button, it will pause my music while attempting to add songs through a buggy feature. The lyrics are rarely updated, often wrong, and unsynced. Also, using spofity on desktop just doesn't work.",,,
20-Mar-24,Rated 1 stars out of five stars,"Whoever is in charge of 'updating' the UI should maybe actually use the app? I can see the list that Spotify provides of the songs I've liked in the past. I can't currently 'like' a song by hitting the little heart button, that's just gone for some reason? Why take this feature away, but still leave the list of songs previously liked? As someone else said, why is the price going up and the quality deteriorating?",,,
20-Mar-24,Rated 1 stars out of five stars,The only reason I have given 1 star is because I can't give them in negative. This WAS the best app. Emphasis on WAS. Now everything needs to be bought. Even the basic of features. Songs can't be played from beginning. Nor can they repeat them. This is the worst. And we thought Spotify was better than all other apps. Guess not. Even the premium plan costs too much. I'm just gonna delete Spotify at this point.,,,
20-Mar-24,Rated 2 stars out of five stars,"I've been a premium subscriber for years because Spotify met my needs very well. Every day the interface of this app gets worse. It is now significantly less usable than when I subscribed. Few changes make it easier to find the music I want to listen to, instead they needlessly rearrange the UI and hide everything under different menus. The latest change seems to be that I scroll down on the home screen and it shows me a full screen image of a single Playlist. Why? I'm not here to look at pics.",,,
20-Mar-24,Rated 1 stars out of five stars,The app has just gotten worse!! I have been using this app for quite some time now and the new features are really bad. If I have to listen to my liked songs in series then I literally have to purchase the premium package nd since I haven't it plays random songs that I don't even like!! Also all the lyrics have vanished. Now I can't even enjoy the meanings of the new songs nd have to search for the lyrics seperately!!,,,
20-Mar-24,Rated 1 stars out of five stars,"Reviews are ways for you to improve the product. I am a Spotify premium user. However, I'm going to be cancelling the next payment and will employ other methods of listening to music. Don't be so greedy for money that you don't even give your users the basic functions that a music app should, without the Premium feature. There's also the issue of the music dispute, which has removed so many songs from the app. I would've given zero stars, if it was possible.",,,
20-Mar-24,Rated 3 stars out of five stars,"i just bought premium and it made my life easier! i love the simple and minimalist look of the app. it definitely has room for improvement. i would really appreciate if you guys would look into adding more features such as: 1.) being able to download the lyrics, 2.) can select multiple songs to add/remove from a playlist, 3.) unlike all liked songs / have a select multiple feature also. i feel like spotify would be easier to use with more features! love the app.",,,
20-Mar-24,Rated 1 stars out of five stars,"At first the app used to provide the basic commands on it like to shuffle the music at our ease, start a song from any specific time and to decide what to play next. But after the upgrade all these basic functions are removed. It asks to take Premium pack even for shuffling the music😑. Now we cannot even choose which song to play next. This is literally unbearable and unacceptable.",,,
20-Mar-24,Rated 1 stars out of five stars,"The new features are the WORST. I have been using this app for last 3 years but I literally uninstalled this app. The update removed all the basic features like shuffle, I can't add to queue, I can't tap on the lyrics i.e I can't listen to the specific part of the song, I can't repeat the song. This updates are worst. If Spotify is doing this for just ""PROFITS"" then it's not beneficial for you because you are already losing your customer base, you're losing the youth population basically.",,,
20-Mar-24,Rated 4 stars out of five stars,"You all NEED to cut down how many ads there are, and there are too many features to pay for. Literally, the only things that you should have to pay for are no ads' unlimited skips and downloads, and maybe peaking at the next song but not unable to have your playlist in the order you want, and being able to press a song and it actually play and not a preview of it. Well, besides all that, it's a pretty good app.",,,
20-Mar-24,Rated 1 stars out of five stars,"This app was my favourite app for listening to songs,i have been a user for 2 years now. The new update is giving restrictions in basic features which far worse now. and the fact that lyrics aren't available in most of the songs is just too annoying. Please restore it to back to normal otherwise I will have to switch to any other app which I surely don't want to but ya'll didn't leave a choice. Thank you",,,
20-Mar-24,Rated 3 stars out of five stars,"I would rate this app higher, but the ability to not customize your own home screen. Even with premium features is annoying, I have a whole section podcasts that I accidentally clicked on, which has not gone away for the past 6 months. And the home page is bloated with annoying recommendations. The player and music selection is good the high Rez audio makes it a go to test new sound systems.",,,
20-Mar-24,Rated 1 stars out of five stars,"The new update really disappointed me. And I know that everyone else has the same problem like not being able to play a specific part of the song, playing the previous song, the shuffle feature and the loop one. It's become quite frustrating and I'm switching apps for good. Hope Spotify restores everything to normal or it's users are gonna drop by a large number.",,,
20-Mar-24,Rated 3 stars out of five stars,"Bug with Ads not working as expected. I usually don't complaint about ads not working but, when it comes to music ads (some artists showcasing their work through ads) that's a thing I am into. However, whenever there is one, clicking on the banner from the home screen, android auto, or even some times from notifications, will not open the ad page on Spotify. It simply does not listen to user inputs. This is an issue for both the artists who pay for the ad, and the user who wanted to know more.",,,
20-Mar-24,Rated 1 stars out of five stars,"I would do lower than 1 star, but I cannot. The enhanced shuffle has RUINED the app. I pay for this dumb app, it should play what I want. The enhance shuffle comes on by itself, I've updated the app, and re-download it, now I'm thinking I need to just stop paying for a service that does not work. Therefore you need to add a feature in the settings to permanently turn off the enhanced shuffle, like how you can for car mode. Hardcopies are turning out to be the best.",,,
20-Mar-24,Rated 1 stars out of five stars,"I don't review apps. Today is the exception. The new interface is a doom-scrolling tik-tok style travesty. Millions of tracks and albums, thousands of curated playlists and now you can browse one at a time like our attention spans will implode if we see more than one thing. Imagine going to the library and asking for the fiction section, to be told you have to look at one book at a time until you find it. I welcome change, but this ain't it. I just discovered the auto play on home, now it's 1*",,,
20-Mar-24,Rated 1 stars out of five stars,"Very disappointed with the latest update. All the basic features have been locked and require spotify premium to run. You can't go back to previous song, you can't select a specific part of the song to listen, you can't disable the shuffle mode, the loop mode is locked, the lyrics have been locked for free users. So basically, its a total downgrade now. What's the point of being a music app if you don't allow your users to listen music peacefully ?? I must say Spotify ain't a music app anymor😐",,,
20-Mar-24,Rated 1 stars out of five stars,Literally disappointed...Spotify was perfect before but now all you guys want us to do is pay money to listen to songs...I used to love this app but now I'm so done with it. Like you can't rewind or move to the next song you can't play songs in order and you can't even choose songs from the playlist! All you need is premium...Give us the free version back where we can do everything...This is just not acceptable...at this point all we can do is play and pause songs or podcasts. JUST DISSAPOINTING,,,
20-Mar-24,Rated 1 stars out of five stars,"I've been using the Spotify for 4 years but now, app has become the worst music application by far. Advertisements are fine for revenues but they can't even let you skip the song to your favorite part which is one of the basic feature of any music app also they can't let you see the lyrics of the song unless you pay for premium subscription. Spotify is so much eager to grab your money. Therefore users are definitely declining on this app for sure. Otherwise sound quality is top notch.",,,
20-Mar-24,Rated 1 stars out of five stars,"After the recent update , the app is basically useless, Now all songs play on shuffle,you can't switch back to a song,you get only a limited amount of picks even, you can't skip to a specific part of a song, all of these features are premium, why? Why are literally basic free features behind the premium walls? Ig it's time to switch to some other app! If you keep on being greedy like this , then be ready to lose all of your users.",,,
20-Mar-24,Rated 1 stars out of five stars,"Why are basic features premium over here, usually spotify was the only app better for listening to music, just fed up with this basic fearures being premium like, showing lyrics, just listening to my playlist, wanting to change the song,Turned out to be the worst option available! Kudos 👏🏻! Also, also try people installing this app a premium feature.",,,
20-Mar-24,Rated 2 stars out of five stars,"When you scroll all the reviews you'll notice ome thing, please loved this app, it was such a good app before it was ruined by the amount of ads, etc etc, at a certain point I am sure Spotify is just going to play one song and the rest you can only play with premium. Don't fall in love with this app if you don't have it yet. It sucks, I loved it a lot, I could manage with the ads, but I lost it when they removed the play back repeat and shuffle button.",,,
20-Mar-24,Rated 1 stars out of five stars,Ar this point you're looking to take away every single thing you can get your hands on. Everything was somewhat bearable until the recent update where you removed looping songs and shuffle types. Why put something as a feature if you're going to take it away? It seems like you were offering the free trial for premium and it's over now. I think it's time for another app to replace spotify.,,,
20-Mar-24,Rated 1 stars out of five stars,"This app just got so much worse and it gets worse as you listen more. This app was the best musica app ever but due to the new updates it has just been similar to trash app. With new updates you cannot change the song as you want, you cannot put any song on repeat, you're playlists are a waste because Spotify won't let you play songs you want to queue. It won't let you skip a part of the song. All the basic features of a music app has been shifted to premium feature. It's been a trash for me.",,,
20-Mar-24,Rated 1 stars out of five stars,"This app WAS my favourite app. I've been using it for 2 years. But the latest update has spoiled almost EVERYTHING. I should say it's a downgrade. I can't do basic features for free like playing in order, looping, go to previous music or even listening to specific parts of the music. I can't even see the lyrics of some songs. Too many ads is not a problem for me. But I want the old Spotify back. It was the best. Please try to do something. Or else I think I should delete the app.",,,
20-Mar-24,Rated 3 stars out of five stars,"My favourite feature of Spotify is never knowing what kind of bug will appear after you update the app. Sometimes they'll bring in a janky brand new user interface. Sometimes it's a small update, such as recently, where I can't seem to be able to unshuffle my liked songs playlist. It's always something new, unexpected, and infuriating. But, even with the years of Spotify getting less and less user friendly I am still here.",,,
20-Mar-24,Rated 1 stars out of five stars,"This music app has gone from a once-enjoyable experience to a complete nightmare. The constant barrage of ads is beyond annoying; I can't even listen to a single song without being interrupted by a never-ending stream of ads. They've also inexplicably stripped away some of the essential features that made this app useful.I used to rely on those features for creating playlists, managing my music library, and enjoying a seamless listening experienceexperience but I'll have to look for alternative.",,,
20-Mar-24,Rated 3 stars out of five stars,"They like to flood your home page with Playlist upon Playlist.. even though I've literally never listened to, downloaded or liked a Playlist. STOP! Also the app glitches a little when I go to look at anything that has the main icon or profile pic. For a split second you can see the default ""add"" icon for every single artist on a ""similar artists"" list. It's not the end of the world.. but it's annoying.",,,
20-Mar-24,Rated 1 stars out of five stars,"In recent updates, the app has worsened a lot. Man, how can you take away the basic features from the user and make those features as premium. Now, I can not go back to the previous song played, I can't rewind the song to my favorite part of the song, I can not choose which song I want to play. I started hating this app the most, I'm not feeling to rate this app one star.",,,
20-Mar-24,Rated 1 stars out of five stars,"I don't know what to say. Spotify WAS my fav app. Ever since the new update came, we can't listen to a Playlist in order or start playing the song at a particular time, the experience has become literal trash. Even basic features have become premium options where we don't even feel like playing anything on this app. Please fix this problem so that we can actually enjoy listening to music on this platform.",,,
20-Mar-24,Rated 1 stars out of five stars,"Ok, first time writing a review for ANY app in the whole world, this new update is seriously bad and frustrating, I can't play my favorite songs, I can't choose the next song, I can't repeat a song, I can't listen to a specific part of a song! These are literally the most basic features which are supposed to he there in a music app, if you add these to premium forcing users to pay, then it's really bad. I'm uninstalling this app right away. I don't even wanna give it 1 star.....",,,
20-Mar-24,Rated 1 stars out of five stars,The last update to add those features to premium was *not good*. I have been using Spotify for a while now and it has become one of my go-to places when I get bored. I use to use it for connecting from one device and playing songs from the other. Adding that and the other things like playing specific parts to premium makes me think to switch to an another app. Reverting these changes may convince me🤷,,,
20-Mar-24,Rated 3 stars out of five stars,"The app has been incredibly buggy lately. It doesn't loop tracks when it's supposed to, sometimes it loops a section of a track instead of the whole thing, it doesn't want to play anything unless you force close it then re-open it and it doesn't always play through a wireless headset even though my phone is connected to the headset. Plethora of problems that make the app annoying and frustrating to use. Hope this gets fixed asap.",,,
20-Mar-24,Rated 1 stars out of five stars,"I've remained a committed Spotify user for quite a while, but the recent updates have had a notable negative impact on my overall experience. The inability to choose specific sections of a song and the absence of a ""go back"" option for previous tracks are genuinely frustrating. It seems like they've removed essential features and introduced unnecessary ones that users never asked for. I'm actively contemplating switching to an alternative platform if these problems aren't resolved promptly.",,,
20-Mar-24,Rated 1 stars out of five stars,"Been a loyal Spotify user for 4+ years but At this point you might just become a completely paid app. Why make features, that were free before, paid all of sudden?! No skipping songs, no rewind, no playing a song whenever I want to listen to it, no repeat, no lyrics, and no particular playlist even?! All the basic features of a music app have been taken away and honestly, this was a cheap move",,,
20-Mar-24,Rated 2 stars out of five stars,"The user interface got worse compared to previous version. I would like music player to be easy to use and simple. Why is the home screen showing me tons of videos? Why is the spotify overlay on lock screen now 80% album image and 20% controls, making it hard to actually hit the button if you're not paying full attention to your screen? Please, just do one thing and do it well - playing music.",,,
20-Mar-24,Rated 1 stars out of five stars,"Spotify was the best music app until the last update but after the last update we are just being forced to buy the premium subscription plan. Because it blocked basic features of a music app like we can't go forward or backward while listening any song, we can't listen to any specific part of a song, after few songs it doesn't let us to listen music of our own choice and it just only let us skip any songs for just 6 times.",,,
20-Mar-24,Rated 2 stars out of five stars,"new update changes the like button to a plus which is the same as the add to playlist button, small but unnecessarily complicated update. After searching for a song, tapping the three dots menu does not include an option to add to liked songs like it used to. That means I have to stop listening to the song I'm currently playing to play the new song so I can like it. Why?? Suggestion; Allow download of lyrics along with the download of songs. Still love the app. Thanks!",,,
